chapter_id,chapter,topic_id,topic,type,text,text_en,choice_a,choice_b,choice_c,choice_d,answer,person_name,person_role
bab1,Bab 1: Nombor Nisbah | Chapter 1: Rational Numbers,1-1-integer,1.1 Integer | 1.1 Integers,summary,"Integer ialah nombor bulat yang mempunyai tanda positif atau negatif, termasuk sifar.","Integers are whole numbers with positive or negative signs, including zero.",,,,,,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-1-nisbah,4.1 Nisbah | 4.1 Ratios,fact,Nisbah tidak mempunyai unit pengukuran.,Ratios do not have units of measurement.,,,,,,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-1-nisbah,4.1 Nisbah | 4.1 Ratios,fact,Nisbah a:b boleh ditulis dalam bentuk pecahan a/b.,The ratio a:b can be written in fraction form a/b.,,,,,,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-1-nisbah,4.1 Nisbah | 4.1 Ratios,person,Pelopor konsep nisbah keemasan (Golden Ratio) dalam nisbah estetik.,Pioneer of the Golden Ratio concept in aesthetic ratios.,,,,,,Phidias,Pengarca & Jurubina / Sculptor & Architect
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-1-nisbah,4.1 Nisbah | 4.1 Ratios,multiple_choice,Permudahkan nisbah 6 : 12. / Simplify the ratio 6 : 12.,,1 : 2,2 : 1,1 : 3,3 : 1,"Jawapan / Answer: 1 : 2. Cara / Method: Tulis kuantiti dalam unit yang sama, ringkaskan dengan membahagi semua sebutan oleh faktor sepunya terbesar. / Write quantities in the same units and simplify by dividing all terms by their greatest common factor. Oleh itu / Therefore: 1 : 2.",,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-1-nisbah,4.1 Nisbah | 4.1 Ratios,multiple_choice,Tulis nisbah 500 g kepada 2 kg dalam bentuk termudah. / Write the ratio of 500 g to 2 kg in simplest form.,,1 : 4,1 : 2,5 : 2,4 : 1,"Jawapan / Answer: 1 : 4. Cara / Method: Tulis kuantiti dalam unit yang sama, ringkaskan dengan membahagi semua sebutan oleh faktor sepunya terbesar. / Write quantities in the same units and simplify by dividing all terms by their greatest common factor. Oleh itu / Therefore: 1 : 4.",,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-1-nisbah,4.1 Nisbah | 4.1 Ratios,multiple_choice,"Jika a : b = 2 : 3 dan b : c = 3 : 5, cari a : b : c. / If a : b = 2 : 3 and b : c = 3 : 5, find a : b : c.",,2 : 3 : 5,2 : 5 : 3,3 : 2 : 5,5 : 3 : 2,"Jawapan / Answer: 2 : 3 : 5. Cara / Method: Tulis kuantiti dalam unit yang sama, ringkaskan dengan membahagi semua sebutan oleh faktor sepunya terbesar. / Write quantities in the same units and simplify by dividing all terms by their greatest common factor. Oleh itu / Therefore: 2 : 3 : 5.",,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-1-nisbah,4.1 Nisbah | 4.1 Ratios,multiple_choice,"Antara nisbah berikut, yang manakah setara dengan 3 : 4? / Which of the following ratios is equivalent to 3 : 4?",,9 : 12,6 : 10,12 : 9,4 : 3,"Jawapan / Answer: 9 : 12. Cara / Method: Tulis kuantiti dalam unit yang sama, ringkaskan dengan membahagi semua sebutan oleh faktor sepunya terbesar. / Write quantities in the same units and simplify by dividing all terms by their greatest common factor. Oleh itu / Therefore: 9 : 12.",,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-1-nisbah,4.1 Nisbah | 4.1 Ratios,multiple_choice,Permudahkan 15 : 25 : 35. / Simplify 15 : 25 : 35.,,3 : 5 : 7,1 : 2 : 3,5 : 7 : 9,3 : 4 : 5,"Jawapan / Answer: 3 : 5 : 7. Cara / Method: Tulis kuantiti dalam unit yang sama, ringkaskan dengan membahagi semua sebutan oleh faktor sepunya terbesar. / Write quantities in the same units and simplify by dividing all terms by their greatest common factor. Oleh itu / Therefore: 3 : 5 : 7.",,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-1-nisbah,4.1 Nisbah | 4.1 Ratios,objective,Ungkapkan 40 cm kepada 1.6 m sebagai nisbah termudah. / Express 40 cm to 1.6 m as a simplest ratio.,,,,,,"Jawapan / Answer: 1 : 4. Cara / Method: Tulis kuantiti dalam unit yang sama, ringkaskan dengan membahagi semua sebutan oleh faktor sepunya terbesar. / Write quantities in the same units and simplify by dividing all terms by their greatest common factor. Oleh itu / Therefore: 1 : 4.",,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-1-nisbah,4.1 Nisbah | 4.1 Ratios,objective,Permudahkan nisbah 18 : 24. / Simplify the ratio 18 : 24.,,,,,,"Jawapan / Answer: 3 : 4. Cara / Method: Tulis kuantiti dalam unit yang sama, ringkaskan dengan membahagi semua sebutan oleh faktor sepunya terbesar. / Write quantities in the same units and simplify by dividing all terms by their greatest common factor. Oleh itu / Therefore: 3 : 4.",,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-2-kadar,4.2 Kadar | 4.2 Rates,summary,Kadar ialah perbandingan antara dua kuantiti berbeza unit.,A rate compares two quantities with different units.,,,,,,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-2-kadar,4.2 Kadar | 4.2 Rates,fact,Laju (km/j) dan ketumpatan (g/cm³) ialah contoh kadar.,Speed (km/h) and density (g/cm³) are examples of rates.,,,,,,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-2-kadar,4.2 Kadar | 4.2 Rates,fact,Kadar unit mengukur kuantiti per satu unit kuantiti lain.,Unit rate measures quantity per single unit of another measurement.,,,,,,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-2-kadar,4.2 Kadar | 4.2 Rates,person,Mendefinisikan kadar perubahan dalam hukum fizik dan gerakan.,Defined rates of change in physical laws and motion.,,,,,,Isaac Newton,Ahli Fizik / Physicist
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-2-kadar,4.2 Kadar | 4.2 Rates,multiple_choice,Sebuah kereta bergerak 120 km dalam masa 2 jam. Berapakah lajunya? / A car travels 120 km in 2 hours. What is its speed?,,60 km/j,240 km/j,50 km/j,100 km/j,Jawapan / Answer: 60 km/j. Cara / Method: Tulis kadar sebagai kuantiti pertama per unit kuantiti kedua dan pastikan unitnya sesuai. / Write the rate as the first quantity per unit of the second quantity and ensure the units are compatible. Oleh itu / Therefore: 60 km/j.,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-2-kadar,4.2 Kadar | 4.2 Rates,multiple_choice,"Jika RM15 dibayar untuk 3 kg epal, berapakah kadar harga per kg? / If RM15 is paid for 3 kg of apples, what is the rate per kg?",,RM5/kg,RM3/kg,RM4/kg,RM15/kg,Jawapan / Answer: RM5/kg. Cara / Method: Tulis kadar sebagai kuantiti pertama per unit kuantiti kedua dan pastikan unitnya sesuai. / Write the rate as the first quantity per unit of the second quantity and ensure the units are compatible. Oleh itu / Therefore: RM5/kg.,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-2-kadar,4.2 Kadar | 4.2 Rates,multiple_choice,Tukarkan 90 km/j kepada m/s. / Convert 90 km/h to m/s.,,25 m/s,20 m/s,30 m/s,15 m/s,Jawapan / Answer: 25 m/s. Cara / Method: Tulis kadar sebagai kuantiti pertama per unit kuantiti kedua dan pastikan unitnya sesuai. / Write the rate as the first quantity per unit of the second quantity and ensure the units are compatible. Oleh itu / Therefore: 25 m/s.,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-2-kadar,4.2 Kadar | 4.2 Rates,multiple_choice,Sebuah pam mengalirkan 50 liter air dalam 5 minit. Cari kadar aliran per minit. / A pump flows 50 liters of water in 5 minutes. Find the flow rate per minute.,,10 liter/minit,5 liter/minit,25 liter/minit,2 liter/minit,Jawapan / Answer: 10 liter/minit. Cara / Method: Tulis kadar sebagai kuantiti pertama per unit kuantiti kedua dan pastikan unitnya sesuai. / Write the rate as the first quantity per unit of the second quantity and ensure the units are compatible. Oleh itu / Therefore: 10 liter/minit.,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-2-kadar,4.2 Kadar | 4.2 Rates,multiple_choice,Seorang pekerja dibayar RM80 untuk 8 jam kerja. Berapakah kadar upah sejam? / A worker is paid RM80 for 8 hours. What is the hourly rate?,,RM10/jam,RM8/jam,RM12/jam,RM15/jam,Jawapan / Answer: RM10/jam. Cara / Method: Tulis kadar sebagai kuantiti pertama per unit kuantiti kedua dan pastikan unitnya sesuai. / Write the rate as the first quantity per unit of the second quantity and ensure the units are compatible. Oleh itu / Therefore: RM10/jam.,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-2-kadar,4.2 Kadar | 4.2 Rates,objective,Hitung laju kereta yang bergerak 150 km dalam 2.5 jam. / Calculate the speed of a car traveling 150 km in 2.5 hours.,,,,,,Jawapan / Answer: 60 km/j. Cara / Method: Tulis kadar sebagai kuantiti pertama per unit kuantiti kedua dan pastikan unitnya sesuai. / Write the rate as the first quantity per unit of the second quantity and ensure the units are compatible. Oleh itu / Therefore: 60 km/j.,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-2-kadar,4.2 Kadar | 4.2 Rates,objective,Cari harga per unit jika 4 buah buku berharga RM28. / Find the unit price if 4 books cost RM28.,,,,,,Jawapan / Answer: RM7. Cara / Method: Tulis kadar sebagai kuantiti pertama per unit kuantiti kedua dan pastikan unitnya sesuai. / Write the rate as the first quantity per unit of the second quantity and ensure the units are compatible. Oleh itu / Therefore: RM7.,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-3-kadaran,4.3 Kadaran | 4.3 Proportions,summary,Kadaran menunjukkan kesamaan antara dua nisbah atau dua kadar.,Proportion shows that two ratios or rates are equal.,,,,,,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-3-kadaran,4.3 Kadaran | 4.3 Proportions,fact,"Jika a/b = c/d, maka pendaraban silang ad = bc adalah benar.","If a/b = c/d, then cross-multiplication ad = bc is true.",,,,,,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-3-kadaran,4.3 Kadaran | 4.3 Proportions,fact,Kaedah kadaran digunakan dalam pemetaan dan skala model.,Proportion methods are used in mapping and scale models.,,,,,,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-3-kadaran,4.3 Kadaran | 4.3 Proportions,person,Merumuskan teori kadaran geometri dalam matematik Yunani.,Formulated the theory of geometric proportions in Greek mathematics.,,,,,,Eudoxus dari Cnidus,Ahli Matematik / Mathematician
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-3-kadaran,4.3 Kadaran | 4.3 Proportions,multiple_choice,"Jika x/4 = 6/8, cari nilai x. / If x/4 = 6/8, find the value of x.",,3,4,2,6,Jawapan / Answer: 3. Cara / Method: Bina dua nisbah setara dan gunakan darab silang atau faktor skala untuk mencari nilai yang tidak diketahui. / Form two equivalent ratios and use cross-multiplication or a scale factor to find the unknown. Oleh itu / Therefore: 3.,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-3-kadaran,4.3 Kadaran | 4.3 Proportions,multiple_choice,Selesaikan kadaran: 2/5 = 8/y. / Solve the proportion: 2/5 = 8/y.,,20,10,16,40,Jawapan / Answer: 20. Cara / Method: Bina dua nisbah setara dan gunakan darab silang atau faktor skala untuk mencari nilai yang tidak diketahui. / Form two equivalent ratios and use cross-multiplication or a scale factor to find the unknown. Oleh itu / Therefore: 20.,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-3-kadaran,4.3 Kadaran | 4.3 Proportions,multiple_choice,"Jika 3 kg beras berharga RM12, berapakah harga 5 kg beras? / If 3 kg of rice costs RM12, what is the cost of 5 kg of rice?",,RM20,RM15,RM18,RM25,Jawapan / Answer: RM20. Cara / Method: Bina dua nisbah setara dan gunakan darab silang atau faktor skala untuk mencari nilai yang tidak diketahui. / Form two equivalent ratios and use cross-multiplication or a scale factor to find the unknown. Oleh itu / Therefore: RM20.,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-3-kadaran,4.3 Kadaran | 4.3 Proportions,multiple_choice,Cari nilai n jika 4 : 7 = 12 : n. / Find the value of n if 4 : 7 = 12 : n.,,21,14,28,35,Jawapan / Answer: 21. Cara / Method: Bina dua nisbah setara dan gunakan darab silang atau faktor skala untuk mencari nilai yang tidak diketahui. / Form two equivalent ratios and use cross-multiplication or a scale factor to find the unknown. Oleh itu / Therefore: 21.,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-3-kadaran,4.3 Kadaran | 4.3 Proportions,multiple_choice,"Jika 5 orang pekerja menyiap kerja dalam 4 hari, berapa harikah 10 orang pekerja (kadaran songsang)? / If 5 workers finish a job in 4 days, how many days for 10 workers (inverse proportion)?",,2 hari,8 hari,4 hari,1 hari,Jawapan / Answer: 2 hari. Cara / Method: Bina dua nisbah setara dan gunakan darab silang atau faktor skala untuk mencari nilai yang tidak diketahui. / Form two equivalent ratios and use cross-multiplication or a scale factor to find the unknown. Oleh itu / Therefore: 2 hari.,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-3-kadaran,4.3 Kadaran | 4.3 Proportions,objective,Selesaikan: 3/x = 9/15. / Solve: 3/x = 9/15.,,,,,,Jawapan / Answer: 5. Cara / Method: Bina dua nisbah setara dan gunakan darab silang atau faktor skala untuk mencari nilai yang tidak diketahui. / Form two equivalent ratios and use cross-multiplication or a scale factor to find the unknown. Oleh itu / Therefore: 5.,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-3-kadaran,4.3 Kadaran | 4.3 Proportions,objective,"Jika 2 liter cat boleh mengecat 10 m², berapa liter cat diperlukan untuk 35 m²? / If 2 liters of paint cover 10 m², how many liters are needed for 35 m²?",,,,,,Jawapan / Answer: 7 liter. Cara / Method: Bina dua nisbah setara dan gunakan darab silang atau faktor skala untuk mencari nilai yang tidak diketahui. / Form two equivalent ratios and use cross-multiplication or a scale factor to find the unknown. Oleh itu / Therefore: 7 liter.,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-4-nisbah-kadar-kadaran,"4.4 Nisbah, Kadar dan Kadaran | 4.4 Ratios, Rates and Proportions",summary,"Pengaplikasian gabungan nisbah, kadar, dan kadaran dalam situasi harian.","Combined application of ratios, rates, and proportions in daily scenarios.",,,,,,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-4-nisbah-kadar-kadaran,"4.4 Nisbah, Kadar dan Kadaran | 4.4 Ratios, Rates and Proportions",fact,Pertukaran mata wang menggunakan kadar tetap dan kadaran.,Currency exchange uses fixed rates and proportions.,,,,,,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-4-nisbah-kadar-kadaran,"4.4 Nisbah, Kadar dan Kadaran | 4.4 Ratios, Rates and Proportions",fact,Skala lukisan diungkapkan sebagai nisbah ukuran lukisan kepada ukuran sebenar.,Drawing scale is expressed as the ratio of drawing size to actual size.,,,,,,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-4-nisbah-kadar-kadaran,"4.4 Nisbah, Kadar dan Kadaran | 4.4 Ratios, Rates and Proportions",person,Mengaplikasikan nisbah dan skala dalam pelan binaan klasik.,Applied ratios and scales in classical architectural plans.,,,,,,Vitruvius,Jurubina Rom / Roman Architect
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-4-nisbah-kadar-kadaran,"4.4 Nisbah, Kadar dan Kadaran | 4.4 Ratios, Rates and Proportions",multiple_choice,"Jika skala peta ialah 1 : 100 000, 1 cm mewakili berapa km? / If a map scale is 1 : 100 000, 1 cm represents how many km?",,1 km,10 km,0.1 km,100 km,"Jawapan / Answer: 1 km. Cara / Method: Kenal pasti sama ada soalan melibatkan nisbah, kadar atau kadaran, kemudian gunakan unit dan hubungan yang sepadan. / Identify whether the question uses a ratio, rate or proportion, then use the matching units and relationship. Oleh itu / Therefore: 1 km.",,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-4-nisbah-kadar-kadaran,"4.4 Nisbah, Kadar dan Kadaran | 4.4 Ratios, Rates and Proportions",multiple_choice,Tukarkan 72 km/j kepada m/s. / Convert 72 km/h to m/s.,,20 m/s,15 m/s,25 m/s,10 m/s,"Jawapan / Answer: 20 m/s. Cara / Method: Kenal pasti sama ada soalan melibatkan nisbah, kadar atau kadaran, kemudian gunakan unit dan hubungan yang sepadan. / Identify whether the question uses a ratio, rate or proportion, then use the matching units and relationship. Oleh itu / Therefore: 20 m/s.",,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-4-nisbah-kadar-kadaran,"4.4 Nisbah, Kadar dan Kadaran | 4.4 Ratios, Rates and Proportions",multiple_choice,Kadar pertukaran ialah USD 1 = RM 4.20. Berapakah nilai RM 420 dalam USD? / Exchange rate is USD 1 = RM 4.20. What is RM 420 in USD?,,USD 100,USD 10,USD 42,USD 1000,"Jawapan / Answer: USD 100. Cara / Method: Kenal pasti sama ada soalan melibatkan nisbah, kadar atau kadaran, kemudian gunakan unit dan hubungan yang sepadan. / Identify whether the question uses a ratio, rate or proportion, then use the matching units and relationship. Oleh itu / Therefore: USD 100.",,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-4-nisbah-kadar-kadaran,"4.4 Nisbah, Kadar dan Kadaran | 4.4 Ratios, Rates and Proportions",multiple_choice,"Panjang pada peta ialah 4 cm. Jika skala 1 : 50 000, cari panjang sebenar dalam km. / Length on map is 4 cm. If scale is 1 : 50 000, find actual length in km.",,2 km,20 km,0.2 km,5 km,"Jawapan / Answer: 2 km. Cara / Method: Kenal pasti sama ada soalan melibatkan nisbah, kadar atau kadaran, kemudian gunakan unit dan hubungan yang sepadan. / Identify whether the question uses a ratio, rate or proportion, then use the matching units and relationship. Oleh itu / Therefore: 2 km.",,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-4-nisbah-kadar-kadaran,"4.4 Nisbah, Kadar dan Kadaran | 4.4 Ratios, Rates and Proportions",multiple_choice,"Jika 250 ml jus mengandungi 30g gula, berapakah gula dalam 1 liter jus? / If 250 ml of juice contains 30g of sugar, how much sugar is in 1 liter of juice?",,120g,60g,90g,150g,"Jawapan / Answer: 120g. Cara / Method: Kenal pasti sama ada soalan melibatkan nisbah, kadar atau kadaran, kemudian gunakan unit dan hubungan yang sepadan. / Identify whether the question uses a ratio, rate or proportion, then use the matching units and relationship. Oleh itu / Therefore: 120g.",,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-4-nisbah-kadar-kadaran,"4.4 Nisbah, Kadar dan Kadaran | 4.4 Ratios, Rates and Proportions",objective,Tukarkan 36 km/j kepada m/s. / Convert 36 km/h to m/s.,,,,,,"Jawapan / Answer: 10 m/s. Cara / Method: Kenal pasti sama ada soalan melibatkan nisbah, kadar atau kadaran, kemudian gunakan unit dan hubungan yang sepadan. / Identify whether the question uses a ratio, rate or proportion, then use the matching units and relationship. Oleh itu / Therefore: 10 m/s.",,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-4-nisbah-kadar-kadaran,"4.4 Nisbah, Kadar dan Kadaran | 4.4 Ratios, Rates and Proportions",objective,Cari jarak sebenar dalam km jika jarak pada peta berskala 1 : 200 000 ialah 5 cm. / Find actual distance in km if map distance at scale 1 : 200 000 is 5 cm.,,,,,,"Jawapan / Answer: 10 km. Cara / Method: Kenal pasti sama ada soalan melibatkan nisbah, kadar atau kadaran, kemudian gunakan unit dan hubungan yang sepadan. / Identify whether the question uses a ratio, rate or proportion, then use the matching units and relationship. Oleh itu / Therefore: 10 km.",,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-5-perkaitan-nisbah-peratusan,"4.5 Perkaitan antara Nisbah, Kadar dan Kadaran dengan Peratusan, Pecahan dan Perpuluhan | 4.5 Relationship between Ratios, Rates and Proportions with Percentages, Fractions and Decimals",summary,"Nisbah dan kadar boleh ditukarkan kepada pecahan, perpuluhan, dan peratusan.","Ratios and rates can be converted into fractions, decimals, and percentages.",,,,,,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-5-perkaitan-nisbah-peratusan,"4.5 Perkaitan antara Nisbah, Kadar dan Kadaran dengan Peratusan, Pecahan dan Perpuluhan | 4.5 Relationship between Ratios, Rates and Proportions with Percentages, Fractions and Decimals",fact,Peratusan ialah pecahan dengan penyebut 100.,Percentage is a fraction with a denominator of 100.,,,,,,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-5-perkaitan-nisbah-peratusan,"4.5 Perkaitan antara Nisbah, Kadar dan Kadaran dengan Peratusan, Pecahan dan Perpuluhan | 4.5 Relationship between Ratios, Rates and Proportions with Percentages, Fractions and Decimals",fact,Nisbah 1 : 4 bersamaan dengan 25% atau 0.25.,The ratio 1 : 4 equals 25% or 0.25.,,,,,,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-5-perkaitan-nisbah-peratusan,"4.5 Perkaitan antara Nisbah, Kadar dan Kadaran dengan Peratusan, Pecahan dan Perpuluhan | 4.5 Relationship between Ratios, Rates and Proportions with Percentages, Fractions and Decimals",person,Pengasas perakaunan yang menggunakan peratus dan nisbah secara meluas.,Founder of accounting using percentages and ratios extensively.,,,,,,Luca Pacioli,Bapa Perakaunan / Father of Accounting
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-5-perkaitan-nisbah-peratusan,"4.5 Perkaitan antara Nisbah, Kadar dan Kadaran dengan Peratusan, Pecahan dan Perpuluhan | 4.5 Relationship between Ratios, Rates and Proportions with Percentages, Fractions and Decimals",multiple_choice,Ungkapkan nisbah 3 : 5 sebagai peratusan. / Express the ratio 3 : 5 as a percentage.,,60%,30%,50%,75%,"Jawapan / Answer: 60%. Cara / Method: Tukar semua nilai kepada bentuk yang sama, contohnya pecahan, perpuluhan atau peratus, sebelum membandingkan atau mengira. / Convert all values to the same form, such as fractions, decimals or percentages, before comparing or calculating. Oleh itu / Therefore: 60%.",,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-5-perkaitan-nisbah-peratusan,"4.5 Perkaitan antara Nisbah, Kadar dan Kadaran dengan Peratusan, Pecahan dan Perpuluhan | 4.5 Relationship between Ratios, Rates and Proportions with Percentages, Fractions and Decimals",multiple_choice,Tukarkan 40% kepada pecahan termudah. / Convert 40% to its simplest fraction.,,2/5,4/10,1/4,4/5,"Jawapan / Answer: 2/5. Cara / Method: Tukar semua nilai kepada bentuk yang sama, contohnya pecahan, perpuluhan atau peratus, sebelum membandingkan atau mengira. / Convert all values to the same form, such as fractions, decimals or percentages, before comparing or calculating. Oleh itu / Therefore: 2/5.",,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-5-perkaitan-nisbah-peratusan,"4.5 Perkaitan antara Nisbah, Kadar dan Kadaran dengan Peratusan, Pecahan dan Perpuluhan | 4.5 Relationship between Ratios, Rates and Proportions with Percentages, Fractions and Decimals",multiple_choice,Tukarkan 0.15 kepada peratusan. / Convert 0.15 to a percentage.,,15%,1.5%,150%,0.15%,"Jawapan / Answer: 15%. Cara / Method: Tukar semua nilai kepada bentuk yang sama, contohnya pecahan, perpuluhan atau peratus, sebelum membandingkan atau mengira. / Convert all values to the same form, such as fractions, decimals or percentages, before comparing or calculating. Oleh itu / Therefore: 15%.",,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-5-perkaitan-nisbah-peratusan,"4.5 Perkaitan antara Nisbah, Kadar dan Kadaran dengan Peratusan, Pecahan dan Perpuluhan | 4.5 Relationship between Ratios, Rates and Proportions with Percentages, Fractions and Decimals",multiple_choice,Nisbah 1 : 2 bersamaan dengan perpuluhan: / The ratio 1 : 2 is equivalent to decimal:,,0.5,0.2,0.25,0.12,"Jawapan / Answer: 0.5. Cara / Method: Tukar semua nilai kepada bentuk yang sama, contohnya pecahan, perpuluhan atau peratus, sebelum membandingkan atau mengira. / Convert all values to the same form, such as fractions, decimals or percentages, before comparing or calculating. Oleh itu / Therefore: 0.5.",,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-5-perkaitan-nisbah-peratusan,"4.5 Perkaitan antara Nisbah, Kadar dan Kadaran dengan Peratusan, Pecahan dan Perpuluhan | 4.5 Relationship between Ratios, Rates and Proportions with Percentages, Fractions and Decimals",multiple_choice,Apakah 35% daripada 200? / What is 35% of 200?,,70,35,50,80,"Jawapan / Answer: 70. Cara / Method: Tukar semua nilai kepada bentuk yang sama, contohnya pecahan, perpuluhan atau peratus, sebelum membandingkan atau mengira. / Convert all values to the same form, such as fractions, decimals or percentages, before comparing or calculating. Oleh itu / Therefore: 70.",,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-5-perkaitan-nisbah-peratusan,"4.5 Perkaitan antara Nisbah, Kadar dan Kadaran dengan Peratusan, Pecahan dan Perpuluhan | 4.5 Relationship between Ratios, Rates and Proportions with Percentages, Fractions and Decimals",objective,Tukarkan nisbah 1 : 4 kepada peratusan. / Convert the ratio 1 : 4 to percentage.,,,,,,"Jawapan / Answer: 25%. Cara / Method: Tukar semua nilai kepada bentuk yang sama, contohnya pecahan, perpuluhan atau peratus, sebelum membandingkan atau mengira. / Convert all values to the same form, such as fractions, decimals or percentages, before comparing or calculating. Oleh itu / Therefore: 25%.",,
