chapter_id,chapter,topic_id,topic,type,text,text_en,choice_a,choice_b,choice_c,choice_d,answer,person_name,person_role
bab1,Bab 1: Nombor Nisbah | Chapter 1: Rational Numbers,1-1-integer,1.1 Integer | 1.1 Integers,summary,"Integer ialah nombor bulat yang mempunyai tanda positif atau negatif, termasuk sifar.","Integers are whole numbers with positive or negative signs, including zero.",,,,,,,
bab9,Bab 9: Poligon Asas | Chapter 9: Basic Polygons,9-2-sifat-segi-tiga,9.2 Sifat Segi Tiga dan Sudut Pedalaman serta Sudut Peluaran Segi Tiga | 9.2 Properties of Triangles and Interior & Exterior Angles of Triangles,multiple_choice,Berapakah hasil tambah sudut pedalaman bagi sebuah segi tiga? / What is the sum of interior angles of a triangle?,,180°,360°,90°,270°,180°,,
bab9,Bab 9: Poligon Asas | Chapter 9: Basic Polygons,9-2-sifat-segi-tiga,9.2 Sifat Segi Tiga dan Sudut Pedalaman serta Sudut Peluaran Segi Tiga | 9.2 Properties of Triangles and Interior & Exterior Angles of Triangles,objective,Dua sudut dalam segi tiga ialah 50° dan 70°. Cari sudut ketiga. / Two angles in a triangle are 50° and 70°. Find the third angle.,,,,,,60°,,
bab9,Bab 9: Poligon Asas | Chapter 9: Basic Polygons,9-3-sifat-sisi-empat,9.3 Sifat Sisi Empat dan Sudut Pedalaman serta Sudut Peluaran Sisi Empat | 9.3 Properties of Quadrilaterals and Interior & Exterior Angles of Quadrilaterals,summary,Sisi empat mempunyai 4 sisi dan hasil tambah sudut pedalamannya ialah 360°.,Quadrilaterals have 4 sides and the sum of their interior angles is 360°.,,,,,,,
bab9,Bab 9: Poligon Asas | Chapter 9: Basic Polygons,9-3-sifat-sisi-empat,9.3 Sifat Sisi Empat dan Sudut Pedalaman serta Sudut Peluaran Sisi Empat | 9.3 Properties of Quadrilaterals and Interior & Exterior Angles of Quadrilaterals,fact,"Segi empat tepat, segi empat sama, segi empat selari, rombus, trapezium, dan lelayang ialah jenis sisi empat.","Rectangles, squares, parallelograms, rhombuses, trapeziums, and kites are types of quadrilaterals.",,,,,,,
bab9,Bab 9: Poligon Asas | Chapter 9: Basic Polygons,9-3-sifat-sisi-empat,9.3 Sifat Sisi Empat dan Sudut Pedalaman serta Sudut Peluaran Sisi Empat | 9.3 Properties of Quadrilaterals and Interior & Exterior Angles of Quadrilaterals,fact,Sudut bertentangan dalam segi empat selari adalah sama saiz.,Opposite angles in a parallelogram are equal.,,,,,,,
bab9,Bab 9: Poligon Asas | Chapter 9: Basic Polygons,9-3-sifat-sisi-empat,9.3 Sifat Sisi Empat dan Sudut Pedalaman serta Sudut Peluaran Sisi Empat | 9.3 Properties of Quadrilaterals and Interior & Exterior Angles of Quadrilaterals,person,Mengkaji sifat-sifat geometri sisi empat dan satah bulatan.,Studied geometric properties of quadrilaterals and cyclic figures.,,,,,,Ptolemy,Ahli Astronomi & Matematik / Astronomer & Mathematician
bab9,Bab 9: Poligon Asas | Chapter 9: Basic Polygons,9-3-sifat-sisi-empat,9.3 Sifat Sisi Empat dan Sudut Pedalaman serta Sudut Peluaran Sisi Empat | 9.3 Properties of Quadrilaterals and Interior & Exterior Angles of Quadrilaterals,multiple_choice,Berapakah hasil tambah sudut pedalaman bagi sebuah sisi empat? / What is the sum of interior angles of a quadrilateral?,,360°,180°,540°,90°,360°,,
bab9,Bab 9: Poligon Asas | Chapter 9: Basic Polygons,9-3-sifat-sisi-empat,9.3 Sifat Sisi Empat dan Sudut Pedalaman serta Sudut Peluaran Sisi Empat | 9.3 Properties of Quadrilaterals and Interior & Exterior Angles of Quadrilaterals,objective,"Tiga sudut sebuah sisi empat ialah 90°, 85°, dan 95°. Cari sudut keempat. / Three angles of a quadrilateral are 90°, 85°, and 95°. Find the fourth angle.",,,,,,90°,,
bab10,Bab 10: Perimeter dan Luas | Chapter 10: Perimeter and Area,10-1-perimeter,10.1 Perimeter | 10.1 Perimeter,summary,Perimeter ialah jumlah panjang sempadan yang mengelilingi suatu kawasan tertutup.,Perimeter is the total length of the boundary enclosing a closed area.,,,,,,,
bab10,Bab 10: Perimeter dan Luas | Chapter 10: Perimeter and Area,10-1-perimeter,10.1 Perimeter | 10.1 Perimeter,fact,"Perimeter diukur dalam unit panjang seperti cm, m, atau km.","Perimeter is measured in linear units such as cm, m, or km.",,,,,,,
bab10,Bab 10: Perimeter dan Luas | Chapter 10: Perimeter and Area,10-1-perimeter,10.1 Perimeter | 10.1 Perimeter,fact,Perimeter bentuk gabungan diperoleh dengan menambah semua panjang sisi terluar.,Perimeter of combined shapes is calculated by adding all outer boundary lengths.,,,,,,,
bab10,Bab 10: Perimeter dan Luas | Chapter 10: Perimeter and Area,10-1-perimeter,10.1 Perimeter | 10.1 Perimeter,person,Membangunkan kaedah pengukuran tanah dan perimeter dalam tamadun purba.,Developed land surveying and perimeter measurement methods in ancient civilizations.,,,,,,Scribe Ahmes,Ahli Matematik / Mathematician
bab10,Bab 10: Perimeter dan Luas | Chapter 10: Perimeter and Area,10-1-perimeter,10.1 Perimeter | 10.1 Perimeter,multiple_choice,Cari perimeter sebuah segi empat sama dengan panjang sisi 5 cm. / Find the perimeter of a square with side length 5 cm.,,20 cm,25 cm,10 cm,15 cm,20 cm,,
bab10,Bab 10: Perimeter dan Luas | Chapter 10: Perimeter and Area,10-1-perimeter,10.1 Perimeter | 10.1 Perimeter,objective,Sebuah segi empat tepat berukuran 8 cm panjang dan 3 cm lebar. Cari perimeternya. / A rectangle is 8 cm long and 3 cm wide. Find its perimeter.,,,,,,22 cm,,
bab10,Bab 10: Perimeter dan Luas | Chapter 10: Perimeter and Area,10-2-luas-bentuk,"10.2 Luas Segi Tiga, Segi Empat Selari, Lelayang dan Trapezium | 10.2 Area of Triangles, Parallelograms, Kites and Trapeziums",summary,Luas mengukur saiz permukaan tertutup menggunakan formula khusus mengikut bentuk geometri.,Area measures the size of a closed surface using specific formulas for each geometric shape.,,,,,,,
bab10,Bab 10: Perimeter dan Luas | Chapter 10: Perimeter and Area,10-2-luas-bentuk,"10.2 Luas Segi Tiga, Segi Empat Selari, Lelayang dan Trapezium | 10.2 Area of Triangles, Parallelograms, Kites and Trapeziums",fact,Luas segi tiga = 1/2 × tapak × tinggi.,Area of triangle = 1/2 × base × height.,,,,,,,
bab10,Bab 10: Perimeter dan Luas | Chapter 10: Perimeter and Area,10-2-luas-bentuk,"10.2 Luas Segi Tiga, Segi Empat Selari, Lelayang dan Trapezium | 10.2 Area of Triangles, Parallelograms, Kites and Trapeziums",fact,Luas trapezium = 1/2 × (hasil tambah dua sisi selari) × tinggi.,Area of trapezium = 1/2 × (sum of two parallel sides) × height.,,,,,,,
bab10,Bab 10: Perimeter dan Luas | Chapter 10: Perimeter and Area,10-2-luas-bentuk,"10.2 Luas Segi Tiga, Segi Empat Selari, Lelayang dan Trapezium | 10.2 Area of Triangles, Parallelograms, Kites and Trapeziums",person,Mencipta Formula Heron untuk menghitung luas segi tiga berdasarkan panjang tiga sisinya.,Created Heron's Formula to calculate triangle area given all three side lengths.,,,,,,Hero dari Alexandria,Ahli Matematik / Mathematician
bab10,Bab 10: Perimeter dan Luas | Chapter 10: Perimeter and Area,10-2-luas-bentuk,"10.2 Luas Segi Tiga, Segi Empat Selari, Lelayang dan Trapezium | 10.2 Area of Triangles, Parallelograms, Kites and Trapeziums",multiple_choice,Hitung luas segi tiga dengan tapak 6 cm dan tinggi 4 cm. / Calculate the area of a triangle with base 6 cm and height 4 cm.,,12 cm²,24 cm²,10 cm²,8 cm²,12 cm²,,
bab10,Bab 10: Perimeter dan Luas | Chapter 10: Perimeter and Area,10-2-luas-bentuk,"10.2 Luas Segi Tiga, Segi Empat Selari, Lelayang dan Trapezium | 10.2 Area of Triangles, Parallelograms, Kites and Trapeziums",objective,Cari luas segi empat selari dengan tapak 10 cm dan tinggi 5 cm. / Find the area of a parallelogram with base 10 cm and height 5 cm.,,,,,,50 cm²,,
bab10,Bab 10: Perimeter dan Luas | Chapter 10: Perimeter and Area,10-3-perkaitan-perimeter-dan-luas,10.3 Perkaitan antara Perimeter dan Luas | 10.3 Relationship between Perimeter and Area,summary,"Perkaitan antara bentuk dengan perimeter yang sama tetapi luas berbeza, dan sebaliknya.","The relationship between shapes having the same perimeter but different areas, and vice versa.",,,,,,,
bab10,Bab 10: Perimeter dan Luas | Chapter 10: Perimeter and Area,10-3-perkaitan-perimeter-dan-luas,10.3 Perkaitan antara Perimeter dan Luas | 10.3 Relationship between Perimeter and Area,fact,"Bagi perimeter yang tetap, segi empat sama mempunyai luas yang paling besar.","For a fixed perimeter, a square encloses the maximum area.",,,,,,,
bab10,Bab 10: Perimeter dan Luas | Chapter 10: Perimeter and Area,10-3-perkaitan-perimeter-dan-luas,10.3 Perkaitan antara Perimeter dan Luas | 10.3 Relationship between Perimeter and Area,fact,"Bagi luas yang tetap, segi empat sama mempunyai perimeter yang paling kecil.","For a fixed area, a square has the minimum perimeter.",,,,,,,
bab10,Bab 10: Perimeter dan Luas | Chapter 10: Perimeter and Area,10-3-perkaitan-perimeter-dan-luas,10.3 Perkaitan antara Perimeter dan Luas | 10.3 Relationship between Perimeter and Area,person,Mengkaji masalah isoperimetrik dalam geometri klasik.,Studied isoperimetric problems in classical geometry.,,,,,,Zenodorus,Ahli Matematik Yunani / Greek Mathematician
bab10,Bab 10: Perimeter dan Luas | Chapter 10: Perimeter and Area,10-3-perkaitan-perimeter-dan-luas,10.3 Perkaitan antara Perimeter dan Luas | 10.3 Relationship between Perimeter and Area,multiple_choice,"Antara bentuk berikut dengan perimeter 16 cm, yang manakah mempunyai luas terbesar? / Among the following shapes with a perimeter of 16 cm, which has the largest area?",,Segi empat sama 4cm x 4cm / Square 4cm x 4cm,Segi empat tepat 6cm x 2cm / Rectangle 6cm x 2cm,Segi empat tepat 7cm x 1cm / Rectangle 7cm x 1cm,Segi empat tepat 5cm x 3cm / Rectangle 5cm x 3cm,Segi empat sama 4cm x 4cm / Square 4cm x 4cm,,
bab10,Bab 10: Perimeter dan Luas | Chapter 10: Perimeter and Area,10-3-perkaitan-perimeter-dan-luas,10.3 Perkaitan antara Perimeter dan Luas | 10.3 Relationship between Perimeter and Area,objective,Berapakah luas maksimum bagi segi empat tepat dengan perimeter 20 cm? / What is the maximum area for a rectangle with a perimeter of 20 cm?,,,,,,25 cm²,,
bab11,Bab 11: Pengenalan Set | Chapter 11: Introduction to Sets,11-1-set,11.1 Set | 11.1 Sets,summary,Set ialah koleksi objek yang mempunyai ciri-ciri sepunya yang ditakrifkan dengan jelas.,A set is a collection of objects that share clearly defined common characteristics.,,,,,,,
bab11,Bab 11: Pengenalan Set | Chapter 11: Introduction to Sets,11-1-set,11.1 Set | 11.1 Sets,fact,Unsur dalam set ditulis dalam tatatanda kurungan pemfaktoran { }.,Elements in a set are written inside curly brackets { }.,,,,,,,
bab11,Bab 11: Pengenalan Set | Chapter 11: Introduction to Sets,11-1-set,11.1 Set | 11.1 Sets,fact,Set kosong (∅ atau {}) tidak mengandungi sebarang unsur.,An empty set (∅ or {}) contains no elements.,,,,,,,
bab11,Bab 11: Pengenalan Set | Chapter 11: Introduction to Sets,11-1-set,11.1 Set | 11.1 Sets,person,Membangunkan Teori Set sebagai asas matematik moden.,Developed Set Theory as a foundation for modern mathematics.,,,,,,Georg Cantor,Ahli Matematik / Mathematician
bab11,Bab 11: Pengenalan Set | Chapter 11: Introduction to Sets,11-1-set,11.1 Set | 11.1 Sets,multiple_choice,"Antara berikut, yang manakah simbol bagi set kosong? / Which of the following is the symbol for an empty set?",,∅,∈,⊂,ξ,∅,,
bab11,Bab 11: Pengenalan Set | Chapter 11: Introduction to Sets,11-1-set,11.1 Set | 11.1 Sets,objective,"Jika A = {faktor bagi 6}, senaraikan unsur set A. / If A = {factors of 6}, list the elements of set A.",,,,,,"{1, 2, 3, 6}",,
bab11,Bab 11: Pengenalan Set | Chapter 11: Introduction to Sets,11-2-venn-diagrams,"11.2 Gambar Rajah Venn, Set Semesta, Pelengkap bagi suatu Set dan Subset | 11.2 Venn Diagrams, Universal Sets, Complement of a Set and Subsets",summary,"Gambar rajah Venn merupakan perwakilan visual bagi hubungan antara set, set semesta (ξ), pelengkap, dan subset.","Venn diagrams represent visual relationships between sets, universal set (ξ), complement, and subsets.",,,,,,,
bab11,Bab 11: Pengenalan Set | Chapter 11: Introduction to Sets,11-2-venn-diagrams,"11.2 Gambar Rajah Venn, Set Semesta, Pelengkap bagi suatu Set dan Subset | 11.2 Venn Diagrams, Universal Sets, Complement of a Set and Subsets",fact,Pelengkap bagi set A (A') mengandungi semua unsur dalam set semesta yang BUKAN unsur A.,The complement of set A (A') contains all elements in the universal set that are NOT in set A.,,,,,,,
bab11,Bab 11: Pengenalan Set | Chapter 11: Introduction to Sets,11-2-venn-diagrams,"11.2 Gambar Rajah Venn, Set Semesta, Pelengkap bagi suatu Set dan Subset | 11.2 Venn Diagrams, Universal Sets, Complement of a Set and Subsets",fact,Set A ialah subset bagi set B (A ⊂ B) jika setiap unsur A terdapat dalam B.,Set A is a subset of set B (A ⊂ B) if every element of A is in B.,,,,,,,
bab11,Bab 11: Pengenalan Set | Chapter 11: Introduction to Sets,11-2-venn-diagrams,"11.2 Gambar Rajah Venn, Set Semesta, Pelengkap bagi suatu Set dan Subset | 11.2 Venn Diagrams, Universal Sets, Complement of a Set and Subsets",person,Memperkenalkan Gambar Rajah Venn untuk mengvisualisasikan hubungan logik dan set.,Introduced Venn Diagrams to visualize logical relationships and sets.,,,,,,John Venn,Ahli Logik & Matematik / Logician & Mathematician
bab11,Bab 11: Pengenalan Set | Chapter 11: Introduction to Sets,11-2-venn-diagrams,"11.2 Gambar Rajah Venn, Set Semesta, Pelengkap bagi suatu Set dan Subset | 11.2 Venn Diagrams, Universal Sets, Complement of a Set and Subsets",multiple_choice,"Jika ξ = {1, 2, 3, 4, 5} dan A = {2, 4}, apakah A'? / If ξ = {1, 2, 3, 4, 5} and A = {2, 4}, what is A'?",,"{1, 3, 5}","{2, 4}","{1, 2, 3, 4, 5}",{},"{1, 3, 5}",,
bab11,Bab 11: Pengenalan Set | Chapter 11: Introduction to Sets,11-2-venn-diagrams,"11.2 Gambar Rajah Venn, Set Semesta, Pelengkap bagi suatu Set dan Subset | 11.2 Venn Diagrams, Universal Sets, Complement of a Set and Subsets",objective,Berapakah bilangan subset bagi set dengan 3 unsur? / How many subsets does a set with 3 elements have?,,,,,,8,,
bab12,Bab 12: Pengendalian Data | Chapter 12: Data Handling,12-1-pengendalian-data,"12.1 Proses Pengumpulan, Pengorganisasian dan Perwakilan Data, serta Pentafsiran Perwakilan Data | 12.1 Data Collection, Organization, Representation and Interpretation Process",summary,"Pengendalian data melibatkan pengumpulan, pengorganisasian jadual, perwakilan visual (carta palang, carta pai, plot titik), dan pentafsiran data.","Data handling involves collection, tabular organization, visual representation (bar chart, pie chart, dot plot), and data interpretation.",,,,,,,
bab12,Bab 12: Pengendalian Data | Chapter 12: Data Handling,12-1-pengendalian-data,"12.1 Proses Pengumpulan, Pengorganisasian dan Perwakilan Data, serta Pentafsiran Perwakilan Data | 12.1 Data Collection, Organization, Representation and Interpretation Process",fact,"Data kualitatif menerangkan sifat/kategori, manakala data kuantitatif melibatkan ukuran angka.","Qualitative data describes categories/attributes, while quantitative data involves numerical measurements.",,,,,,,
bab12,Bab 12: Pengendalian Data | Chapter 12: Data Handling,12-1-pengendalian-data,"12.1 Proses Pengumpulan, Pengorganisasian dan Perwakilan Data, serta Pentafsiran Perwakilan Data | 12.1 Data Collection, Organization, Representation and Interpretation Process",fact,Carta pai menunjukkan bahagian data sebagai sektor bulatan daripada 360°.,Pie charts display data proportions as circular sectors out of 360°.,,,,,,,
bab12,Bab 12: Pengendalian Data | Chapter 12: Data Handling,12-1-pengendalian-data,"12.1 Proses Pengumpulan, Pengorganisasian dan Perwakilan Data, serta Pentafsiran Perwakilan Data | 12.1 Data Collection, Organization, Representation and Interpretation Process",person,Pelopor perwakilan data grafik seperti carta palang dan carta pai moden.,Pioneer of graphical data representation including modern bar and pie charts.,,,,,,William Playfair,Ahli Jurutera & Ekonomi / Engineer & Political Economist
bab12,Bab 12: Pengendalian Data | Chapter 12: Data Handling,12-1-pengendalian-data,"12.1 Proses Pengumpulan, Pengorganisasian dan Perwakilan Data, serta Pentafsiran Perwakilan Data | 12.1 Data Collection, Organization, Representation and Interpretation Process",multiple_choice,Apakah jenis perwakilan data yang sesuai menunjukkan bahagian peratusan daripada keseluruhan? / Which data representation is suitable for showing percentage proportions of a whole?,,Carta Pai / Pie Chart,Plot Titik / Dot Plot,Graf Garis / Line Graph,Jadual Kekerapan / Frequency Table,Carta Pai / Pie Chart,,
bab12,Bab 12: Pengendalian Data | Chapter 12: Data Handling,12-1-pengendalian-data,"12.1 Proses Pengumpulan, Pengorganisasian dan Perwakilan Data, serta Pentafsiran Perwakilan Data | 12.1 Data Collection, Organization, Representation and Interpretation Process",objective,Hitung sudut sektor bagi 25% dalam carta pai. / Calculate the sector angle for 25% in a pie chart.,,,,,,90°,,
bab13,Bab 13: Teorem Pythagoras | Chapter 13: Pythagoras' Theorem,13-1-teorem-pythagoras,13.1 Teorem Pythagoras | 13.1 Pythagoras' Theorem,summary,"Teorem Pythagoras menyatakan bahawa bagi segi tiga bersudut tegak, kuasa dua hipotenus sama dengan hasil tambah kuasa dua dua sisi lain (c² = a² + b²).","Pythagoras' Theorem states that in a right-angled triangle, the square of the hypotenuse equals the sum of squares of the other two sides (c² = a² + b²).",,,,,,,
bab13,Bab 13: Teorem Pythagoras | Chapter 13: Pythagoras' Theorem,13-1-teorem-pythagoras,13.1 Teorem Pythagoras | 13.1 Pythagoras' Theorem,fact,Hipotenus ialah sisi terpanjang yang bertentangan dengan sudut 90°.,The hypotenuse is the longest side opposite the 90° angle.,,,,,,,
bab13,Bab 13: Teorem Pythagoras | Chapter 13: Pythagoras' Theorem,13-1-teorem-pythagoras,13.1 Teorem Pythagoras | 13.1 Pythagoras' Theorem,fact,"Tigaan Pythagoras popular termasuk (3, 4, 5) dan (5, 12, 13).","Common Pythagorean triples include (3, 4, 5) and (5, 12, 13).",,,,,,,
bab13,Bab 13: Teorem Pythagoras | Chapter 13: Pythagoras' Theorem,13-1-teorem-pythagoras,13.1 Teorem Pythagoras | 13.1 Pythagoras' Theorem,person,Merumuskan teorem geometri nisbah sisi segi tiga bersudut tegak secara formal.,Formally formulated the geometric theorem on side ratios of right-angled triangles.,,,,,,Pythagoras,Ahli Matematik & Falsafah / Mathematician & Philosopher
bab13,Bab 13: Teorem Pythagoras | Chapter 13: Pythagoras' Theorem,13-1-teorem-pythagoras,13.1 Teorem Pythagoras | 13.1 Pythagoras' Theorem,multiple_choice,"Berdasarkan segi tiga bersudut tegak dengan sisi 3 cm dan 4 cm, berapakah panjang hipotenus? / In a right-angled triangle with sides 3 cm and 4 cm, what is the hypotenuse length?",,5 cm,7 cm,6 cm,25 cm,5 cm,,
bab13,Bab 13: Teorem Pythagoras | Chapter 13: Pythagoras' Theorem,13-1-teorem-pythagoras,13.1 Teorem Pythagoras | 13.1 Pythagoras' Theorem,objective,Hitung c jika a = 6 dan b = 8 dalam c² = a² + b². / Calculate c if a = 6 and b = 8 in c² = a² + b².,,,,,,10,,
bab13,Bab 13: Teorem Pythagoras | Chapter 13: Pythagoras' Theorem,13-2-akas-teorem-pythagoras,13.2 Akas Teorem Pythagoras | 13.2 Converse of Pythagoras' Theorem,summary,"Akas Teorem Pythagoras menentukan sama ada suatu segi tiga ialah segi tiga bersudut tegak, tirus, atau cakah berdasarkan panjang sisinya.","The Converse of Pythagoras' Theorem determines whether a triangle is right-angled, acute, or obtuse based on side lengths.",,,,,,,
bab13,Bab 13: Teorem Pythagoras | Chapter 13: Pythagoras' Theorem,13-2-akas-teorem-pythagoras,13.2 Akas Teorem Pythagoras | 13.2 Converse of Pythagoras' Theorem,fact,"Jika c² = a² + b², maka sudut bertentangan dengan sisi c ialah sudut tegak (90°).","If c² = a² + b², then the angle opposite side c is a right angle (90°).",,,,,,,
bab13,Bab 13: Teorem Pythagoras | Chapter 13: Pythagoras' Theorem,13-2-akas-teorem-pythagoras,13.2 Akas Teorem Pythagoras | 13.2 Converse of Pythagoras' Theorem,fact,"Jika c² > a² + b², segi tiga itu ialah segi tiga cakah.","If c² > a² + b², the triangle is an obtuse-angled triangle.",,,,,,,
bab13,Bab 13: Teorem Pythagoras | Chapter 13: Pythagoras' Theorem,13-2-akas-teorem-pythagoras,13.2 Akas Teorem Pythagoras | 13.2 Converse of Pythagoras' Theorem,person,Membuktikan akas teorem Pythagoras dalam Elemen Euclid Buku I Prop. 48.,Proved the converse of Pythagoras' Theorem in Euclid's Elements Book I Prop. 48.,,,,,,Euclid,Ahli Matematik / Mathematician
bab13,Bab 13: Teorem Pythagoras | Chapter 13: Pythagoras' Theorem,13-2-akas-teorem-pythagoras,13.2 Akas Teorem Pythagoras | 13.2 Converse of Pythagoras' Theorem,multiple_choice,"Jika sisi segi tiga ialah 5 cm, 12 cm, dan 13 cm, apakah jenis segi tiga tersebut? / If the sides of a triangle are 5 cm, 12 cm, and 13 cm, what type of triangle is it?",,Segi tiga bersudut tegak / Right-angled triangle,Segi tiga cakah / Obtuse triangle,Segi tiga sama sisi / Equilateral triangle,Segi tiga tirus / Acute triangle,Segi tiga bersudut tegak / Right-angled triangle,,
bab13,Bab 13: Teorem Pythagoras | Chapter 13: Pythagoras' Theorem,13-2-akas-teorem-pythagoras,13.2 Akas Teorem Pythagoras | 13.2 Converse of Pythagoras' Theorem,objective,"Adakah segi tiga dengan sisi 4 cm, 5 cm, dan 6 cm sebuah segi tiga bersudut tegak? (Ya/Tidak) / Is a triangle with sides 4 cm, 5 cm, and 6 cm a right-angled triangle? (Yes/No)",,,,,,Tidak / No,,
