chapter_id,chapter,topic_id,topic,type,text,text_en,choice_a,choice_b,choice_c,choice_d,answer,person_name,person_role
bab4,Bab 4: Pembiakan / Chapter 4: Reproduction,4-4-persenyawaan-kehamilan,4.4 Persenyawaan dan Kehamilan,multiple_choice,Di manakah persenyawaan biasanya berlaku? / Where does fertilisation usually occur?,,Tiub Falopio / Fallopian tube,Rahim / Uterus,Ovari / Ovary,Faraj / Vagina,Tiub Falopio / Fallopian tube,,
bab4,Bab 4: Pembiakan / Chapter 4: Reproduction,4-4-persenyawaan-kehamilan,4.4 Persenyawaan dan Kehamilan,objective,Apakah fungsi plasenta? / What is the function of the placenta?,,,,,,"Membolehkan pertukaran oksigen, nutrien dan bahan kumuh antara ibu dengan fetus. / It enables exchange of oxygen, nutrients and wastes between mother and fetus.",,
bab4,Bab 4: Pembiakan / Chapter 4: Reproduction,4-5-perkembangan-fetus,4.5 Faktor yang Mempengaruhi Perkembangan Fetus dan Bayi,summary,Pemakanan seimbang dan penjagaan kesihatan ibu penting untuk perkembangan fetus dan bayi yang sihat.,Balanced nutrition and maternal healthcare are important for healthy fetal and infant development.,,,,,,,
bab4,Bab 4: Pembiakan / Chapter 4: Reproduction,4-5-perkembangan-fetus,4.5 Faktor yang Mempengaruhi Perkembangan Fetus dan Bayi,fact,"Merokok, alkohol, dadah dan sesetengah ubat tanpa nasihat doktor boleh membahayakan fetus.","Smoking, alcohol, drugs and some medicines without medical advice can harm a fetus.",,,,,,,
bab4,Bab 4: Pembiakan / Chapter 4: Reproduction,4-5-perkembangan-fetus,4.5 Faktor yang Mempengaruhi Perkembangan Fetus dan Bayi,fact,"Bayi memerlukan susu, imunisasi, kebersihan dan kasih sayang untuk tumbesaran yang baik.","Infants need milk, immunisation, hygiene and care for healthy growth.",,,,,,,
bab4,Bab 4: Pembiakan / Chapter 4: Reproduction,4-5-perkembangan-fetus,4.5 Faktor yang Mempengaruhi Perkembangan Fetus dan Bayi,person,Menjalankan kajian tumbuhan kacang pea tentang pewarisan ciri.,Conducted pea-plant studies on inheritance of traits.,,,,,,Gregor Mendel,Ahli genetik / Geneticist
bab4,Bab 4: Pembiakan / Chapter 4: Reproduction,4-5-perkembangan-fetus,4.5 Faktor yang Mempengaruhi Perkembangan Fetus dan Bayi,multiple_choice,Yang manakah boleh membahayakan fetus? / Which can harm a fetus?,,Merokok semasa hamil / Smoking during pregnancy,Makan makanan seimbang / Eating a balanced diet,Pemeriksaan antenatal / Antenatal check-ups,Mendapatkan nasihat doktor / Getting medical advice,Merokok semasa hamil / Smoking during pregnancy,,
bab4,Bab 4: Pembiakan / Chapter 4: Reproduction,4-5-perkembangan-fetus,4.5 Faktor yang Mempengaruhi Perkembangan Fetus dan Bayi,objective,Nyatakan satu amalan untuk perkembangan fetus yang sihat. / State one practice for healthy fetal development.,,,,,,Mengambil diet seimbang dan mendapatkan pemeriksaan kesihatan. / Eat a balanced diet and attend health check-ups.,,
bab4,Bab 4: Pembiakan / Chapter 4: Reproduction,4-6-kemandulan-pencegahan,4.6 Kemandulan dan Pencegahan Kehamilan,summary,Kemandulan ialah ketidakupayaan untuk menghasilkan zuriat selepas tempoh mencuba yang sesuai dan memerlukan nasihat profesional kesihatan.,Infertility is the inability to conceive after an appropriate period of trying and requires advice from health professionals.,,,,,,,
bab4,Bab 4: Pembiakan / Chapter 4: Reproduction,4-6-kemandulan-pencegahan,4.6 Kemandulan dan Pencegahan Kehamilan,fact,Rawatan kesuburan perlu dibincangkan dengan doktor kerana punca dan pilihan rawatan berbeza.,Fertility treatment should be discussed with a doctor because causes and treatment options differ.,,,,,,,
bab4,Bab 4: Pembiakan / Chapter 4: Reproduction,4-6-kemandulan-pencegahan,4.6 Kemandulan dan Pencegahan Kehamilan,fact,"Pencegahan kehamilan memerlukan maklumat tepat, komunikasi bertanggungjawab dan nasihat profesional kesihatan.","Pregnancy prevention requires accurate information, responsible communication and professional health advice.",,,,,,,
bab4,Bab 4: Pembiakan / Chapter 4: Reproduction,4-6-kemandulan-pencegahan,4.6 Kemandulan dan Pencegahan Kehamilan,person,Menjalankan kajian tumbuhan kacang pea tentang pewarisan ciri.,Conducted pea-plant studies on inheritance of traits.,,,,,,Gregor Mendel,Ahli genetik / Geneticist
bab4,Bab 4: Pembiakan / Chapter 4: Reproduction,4-6-kemandulan-pencegahan,4.6 Kemandulan dan Pencegahan Kehamilan,multiple_choice,Siapakah yang sesuai memberi nasihat tentang pilihan rawatan kesuburan? / Who is appropriate to advise on fertility treatment options?,,Doktor atau profesional kesihatan / A doctor or health professional,Rakan tanpa latihan / An untrained friend,Iklan rawak sahaja / Random advertisements only,Media sosial tanpa semakan / Unchecked social media,Doktor atau profesional kesihatan / A doctor or health professional,,
bab4,Bab 4: Pembiakan / Chapter 4: Reproduction,4-6-kemandulan-pencegahan,4.6 Kemandulan dan Pencegahan Kehamilan,objective,Mengapakah nasihat profesional penting dalam isu kesuburan dan pencegahan kehamilan? / Why is professional advice important for fertility and pregnancy prevention issues?,,,,,,Nasihat disesuaikan dengan kesihatan individu serta tepat dan selamat. / Advice is tailored to individual health and is accurate and safe.,,
bab4,Bab 4: Pembiakan / Chapter 4: Reproduction,4-7-pembiakan-tumbuhan,4.7 Pembiakan Tumbuhan,summary,Tumbuhan berbunga membiak secara seks melalui pendebungaan dan persenyawaan.,Flowering plants reproduce sexually through pollination and fertilisation.,,,,,,,
bab4,Bab 4: Pembiakan / Chapter 4: Reproduction,4-7-pembiakan-tumbuhan,4.7 Pembiakan Tumbuhan,fact,Pendebungaan ialah pemindahan debunga dari anter ke stigma.,Pollination is the transfer of pollen from anther to stigma.,,,,,,,
bab4,Bab 4: Pembiakan / Chapter 4: Reproduction,4-7-pembiakan-tumbuhan,4.7 Pembiakan Tumbuhan,fact,"Pembiakan vegetatif ialah pembiakan aseks menggunakan bahagian seperti batang, daun atau akar.","Vegetative reproduction is asexual reproduction using parts such as stems, leaves or roots.",,,,,,,
bab4,Bab 4: Pembiakan / Chapter 4: Reproduction,4-7-pembiakan-tumbuhan,4.7 Pembiakan Tumbuhan,person,Menjalankan kajian tumbuhan kacang pea tentang pewarisan ciri.,Conducted pea-plant studies on inheritance of traits.,,,,,,Gregor Mendel,Ahli genetik / Geneticist
bab4,Bab 4: Pembiakan / Chapter 4: Reproduction,4-7-pembiakan-tumbuhan,4.7 Pembiakan Tumbuhan,multiple_choice,Apakah maksud pendebungaan? / What is pollination?,,Pemindahan debunga dari anter ke stigma / Transfer of pollen from anther to stigma,Percantuman gamet / Fusion of gametes,Percambahan biji benih / Germination of a seed,Pembentukan buah sahaja / Formation of fruit only,Pemindahan debunga dari anter ke stigma / Transfer of pollen from anther to stigma,,
bab4,Bab 4: Pembiakan / Chapter 4: Reproduction,4-7-pembiakan-tumbuhan,4.7 Pembiakan Tumbuhan,objective,Berikan satu contoh pembiakan vegetatif. / Give one example of vegetative reproduction.,,,,,,"Ubi kentang melalui batang bawah tanah, atau bawang melalui bebawang. / Potato by underground stem, or onion by bulb.",,
bab5,Bab 5: Jirim / Chapter 5: Matter,5-1-jirim-alam,5.1 Jirim dalam Alam,summary,Jirim ialah sesuatu yang mempunyai jisim dan memenuhi ruang.,Matter is anything that has mass and occupies space.,,,,,,,
bab5,Bab 5: Jirim / Chapter 5: Matter,5-1-jirim-alam,5.1 Jirim dalam Alam,fact,Zarah jirim sentiasa bergerak dan mempunyai daya tarikan antara satu sama lain.,Particles of matter are always moving and have forces of attraction between them.,,,,,,,
bab5,Bab 5: Jirim / Chapter 5: Matter,5-1-jirim-alam,5.1 Jirim dalam Alam,fact,"Jirim boleh wujud sebagai pepejal, cecair atau gas.","Matter can exist as a solid, liquid or gas.",,,,,,,
bab5,Bab 5: Jirim / Chapter 5: Matter,5-1-jirim-alam,5.1 Jirim dalam Alam,person,Membantu menjelaskan pemuliharaan jisim dalam tindak balas kimia.,Helped establish conservation of mass in chemical reactions.,,,,,,Antoine Lavoisier,Ahli kimia / Chemist
bab5,Bab 5: Jirim / Chapter 5: Matter,5-1-jirim-alam,5.1 Jirim dalam Alam,multiple_choice,Yang manakah ialah jirim? / Which is matter?,,Air / Water,Cahaya / Light,Bunyi / Sound,Haba / Heat,Air / Water,,
bab5,Bab 5: Jirim / Chapter 5: Matter,5-1-jirim-alam,5.1 Jirim dalam Alam,objective,Nyatakan dua sifat jirim. / State two properties of matter.,,,,,,Mempunyai jisim dan memenuhi ruang. / Has mass and occupies space.,,
bab5,Bab 5: Jirim / Chapter 5: Matter,5-2-tiga-keadaan,5.2 Tiga Keadaan Jirim,summary,Pepejal mempunyai bentuk dan isi padu tetap; cecair mempunyai isi padu tetap tetapi bentuk mengikut bekas; gas tidak mempunyai bentuk atau isi padu tetap.,Solids have fixed shape and volume; liquids have fixed volume but take the container shape; gases have neither fixed shape nor volume.,,,,,,,
bab5,Bab 5: Jirim / Chapter 5: Matter,5-2-tiga-keadaan,5.2 Tiga Keadaan Jirim,fact,"Peleburan, pembekuan, pendidihan, pemeluwapan, pemejalwapan dan penyubliman ialah perubahan keadaan jirim.","Melting, freezing, boiling, condensation, solidification and sublimation are changes of state.",,,,,,,
bab5,Bab 5: Jirim / Chapter 5: Matter,5-2-tiga-keadaan,5.2 Tiga Keadaan Jirim,fact,"Pemanasan menambah tenaga kepada zarah, manakala penyejukan menyingkirkan tenaga.","Heating adds energy to particles, while cooling removes energy.",,,,,,,
bab5,Bab 5: Jirim / Chapter 5: Matter,5-2-tiga-keadaan,5.2 Tiga Keadaan Jirim,person,Membantu menjelaskan pemuliharaan jisim dalam tindak balas kimia.,Helped establish conservation of mass in chemical reactions.,,,,,,Antoine Lavoisier,Ahli kimia / Chemist
bab5,Bab 5: Jirim / Chapter 5: Matter,5-2-tiga-keadaan,5.2 Tiga Keadaan Jirim,multiple_choice,Perubahan daripada cecair kepada gas pada takat didih ialah / The change from liquid to gas at boiling point is,,pendidihan / boiling,pembekuan / freezing,pemeluwapan / condensation,peleburan / melting,pendidihan / boiling,,
bab5,Bab 5: Jirim / Chapter 5: Matter,5-2-tiga-keadaan,5.2 Tiga Keadaan Jirim,objective,Apakah berlaku kepada zarah apabila bahan dipanaskan? / What happens to particles when a substance is heated?,,,,,,Zarah menerima tenaga dan bergerak lebih laju. / Particles gain energy and move faster.,,
bab6,Bab 6: Jadual Berkala / Chapter 6: Periodic Table,6-1-pengelasan-unsur,6.1 Pengelasan Unsur,summary,Unsur ialah bahan tulen yang terdiri daripada satu jenis atom sahaja.,An element is a pure substance made of only one type of atom.,,,,,,,
bab6,Bab 6: Jadual Berkala / Chapter 6: Periodic Table,6-1-pengelasan-unsur,6.1 Pengelasan Unsur,fact,"Unsur dalam jadual berkala dikelaskan sebagai logam, bukan logam dan gas nadir berdasarkan sifatnya.","Elements in the periodic table are classified as metals, non-metals and noble gases based on their properties.",,,,,,,
bab6,Bab 6: Jadual Berkala / Chapter 6: Periodic Table,6-1-pengelasan-unsur,6.1 Pengelasan Unsur,fact,"Logam biasanya berkilat, boleh ditempa dan mengalirkan haba serta elektrik.","Metals are usually lustrous, malleable and conduct heat and electricity.",,,,,,,
bab6,Bab 6: Jadual Berkala / Chapter 6: Periodic Table,6-1-pengelasan-unsur,6.1 Pengelasan Unsur,person,Menyusun unsur mengikut sifat dan meramal unsur yang belum ditemui.,Arranged elements by properties and predicted undiscovered elements.,,,,,,Dmitri Mendeleev,Ahli kimia / Chemist
bab6,Bab 6: Jadual Berkala / Chapter 6: Periodic Table,6-1-pengelasan-unsur,6.1 Pengelasan Unsur,multiple_choice,Yang manakah sifat logam? / Which is a property of metals?,,Mengalirkan elektrik / Conducts electricity,Sentiasa rapuh / Always brittle,Tidak berkilat / Not lustrous,Tidak boleh ditempa / Cannot be shaped,Mengalirkan elektrik / Conducts electricity,,
bab6,Bab 6: Jadual Berkala / Chapter 6: Periodic Table,6-1-pengelasan-unsur,6.1 Pengelasan Unsur,objective,Apakah maksud unsur? / What is an element?,,,,,,Bahan tulen yang terdiri daripada satu jenis atom. / A pure substance made of one type of atom.,,
bab6,Bab 6: Jadual Berkala / Chapter 6: Periodic Table,6-2-campuran,6.2 Campuran,summary,Campuran mengandungi dua atau lebih bahan yang bercampur secara fizikal tanpa membentuk bahan baharu.,A mixture contains two or more substances physically combined without forming a new substance.,,,,,,,
bab6,Bab 6: Jadual Berkala / Chapter 6: Periodic Table,6-2-campuran,6.2 Campuran,fact,Komponen campuran mengekalkan sifat asalnya dan boleh dipisahkan dengan kaedah fizik.,The components of a mixture retain their original properties and can be separated by physical methods.,,,,,,,
bab6,Bab 6: Jadual Berkala / Chapter 6: Periodic Table,6-2-campuran,6.2 Campuran,fact,"Penurasan, penyulingan, penghabluran dan kromatografi ialah kaedah pengasingan campuran.","Filtration, distillation, crystallisation and chromatography are methods for separating mixtures.",,,,,,,
bab6,Bab 6: Jadual Berkala / Chapter 6: Periodic Table,6-2-campuran,6.2 Campuran,person,Menyusun unsur mengikut sifat dan meramal unsur yang belum ditemui.,Arranged elements by properties and predicted undiscovered elements.,,,,,,Dmitri Mendeleev,Ahli kimia / Chemist
bab6,Bab 6: Jadual Berkala / Chapter 6: Periodic Table,6-2-campuran,6.2 Campuran,multiple_choice,Kaedah manakah sesuai untuk mengasingkan pasir daripada air? / Which method is suitable for separating sand from water?,,Penurasan / Filtration,Penyulingan / Distillation,Kromatografi / Chromatography,Pemejalwapan / Sublimation,Penurasan / Filtration,,
bab6,Bab 6: Jadual Berkala / Chapter 6: Periodic Table,6-2-campuran,6.2 Campuran,objective,Nyatakan satu ciri campuran. / State one characteristic of a mixture.,,,,,,Komponennya boleh dipisahkan secara fizik dan mengekalkan sifat asal. / Its components can be physically separated and retain their original properties.,,
bab6,Bab 6: Jadual Berkala / Chapter 6: Periodic Table,6-3-sebatian,6.3 Sebatian,summary,Sebatian ialah bahan tulen yang terbentuk apabila dua atau lebih unsur bergabung secara kimia pada nisbah tetap.,A compound is a pure substance formed when two or more elements chemically combine in fixed proportions.,,,,,,,
bab6,Bab 6: Jadual Berkala / Chapter 6: Periodic Table,6-3-sebatian,6.3 Sebatian,fact,Sebatian mempunyai sifat berbeza daripada unsur pembentuknya.,A compound has properties different from those of its constituent elements.,,,,,,,
bab6,Bab 6: Jadual Berkala / Chapter 6: Periodic Table,6-3-sebatian,6.3 Sebatian,fact,Air ialah sebatian hidrogen dan oksigen; ia tidak boleh dipisahkan dengan penurasan.,Water is a compound of hydrogen and oxygen; it cannot be separated by filtration.,,,,,,,
bab6,Bab 6: Jadual Berkala / Chapter 6: Periodic Table,6-3-sebatian,6.3 Sebatian,person,Menyusun unsur mengikut sifat dan meramal unsur yang belum ditemui.,Arranged elements by properties and predicted undiscovered elements.,,,,,,Dmitri Mendeleev,Ahli kimia / Chemist
bab6,Bab 6: Jadual Berkala / Chapter 6: Periodic Table,6-3-sebatian,6.3 Sebatian,multiple_choice,Yang manakah ialah sebatian? / Which is a compound?,,Air / Water,Besi / Iron,Oksigen / Oxygen,Emas / Gold,Air / Water,,
bab6,Bab 6: Jadual Berkala / Chapter 6: Periodic Table,6-3-sebatian,6.3 Sebatian,objective,Mengapakah air bukan campuran? / Why is water not a mixture?,,,,,,Hidrogen dan oksigen bergabung secara kimia pada nisbah tetap membentuk bahan baharu. / Hydrogen and oxygen chemically combine in a fixed ratio to form a new substance.,,
bab7,Bab 7: Udara / Chapter 7: Air,7-1-komposisi-udara,7.1 Komposisi Udara,summary,"Udara ialah campuran gas, terutamanya nitrogen dan oksigen.","Air is a mixture of gases, mainly nitrogen and oxygen.",,,,,,,
bab7,Bab 7: Udara / Chapter 7: Air,7-1-komposisi-udara,7.1 Komposisi Udara,fact,Udara mengandungi kira-kira 78% nitrogen dan 21% oksigen.,Air contains about 78% nitrogen and 21% oxygen.,,,,,,,
bab7,Bab 7: Udara / Chapter 7: Air,7-1-komposisi-udara,7.1 Komposisi Udara,fact,"Gas lain termasuk karbon dioksida, wap air dan gas nadir dalam kuantiti kecil.","Other gases include carbon dioxide, water vapour and noble gases in small amounts.",,,,,,,
bab7,Bab 7: Udara / Chapter 7: Air,7-1-komposisi-udara,7.1 Komposisi Udara,person,Mengkaji gas dan menunjukkan tumbuhan boleh membantu memulihkan udara.,Studied gases and showed that plants can help restore air.,,,,,,Joseph Priestley,Ahli kimia / Chemist
bab7,Bab 7: Udara / Chapter 7: Air,7-1-komposisi-udara,7.1 Komposisi Udara,multiple_choice,Gas yang paling banyak dalam udara ialah / The most abundant gas in air is,,nitrogen / nitrogen,oksigen / oxygen,karbon dioksida / carbon dioxide,argon / argon,nitrogen / nitrogen,,
bab7,Bab 7: Udara / Chapter 7: Air,7-1-komposisi-udara,7.1 Komposisi Udara,objective,Nyatakan anggaran peratus oksigen dalam udara. / State the approximate percentage of oxygen in air.,,,,,,Kira-kira 21%. / About 21%.,,
bab7,Bab 7: Udara / Chapter 7: Air,7-2-pembakaran,7.2 Pembakaran,summary,Pembakaran ialah tindak balas kimia pantas antara bahan api dengan oksigen yang membebaskan haba dan biasanya cahaya.,Combustion is a rapid chemical reaction between a fuel and oxygen that releases heat and usually light.,,,,,,,
bab7,Bab 7: Udara / Chapter 7: Air,7-2-pembakaran,7.2 Pembakaran,fact,"Segi tiga api memerlukan bahan api, oksigen dan haba.","The fire triangle requires fuel, oxygen and heat.",,,,,,,
bab7,Bab 7: Udara / Chapter 7: Air,7-2-pembakaran,7.2 Pembakaran,fact,Api boleh dipadamkan dengan menyingkirkan salah satu daripada tiga keperluan ini.,A fire can be extinguished by removing any one of these three requirements.,,,,,,,
bab7,Bab 7: Udara / Chapter 7: Air,7-2-pembakaran,7.2 Pembakaran,person,Mengkaji gas dan menunjukkan tumbuhan boleh membantu memulihkan udara.,Studied gases and showed that plants can help restore air.,,,,,,Joseph Priestley,Ahli kimia / Chemist
bab7,Bab 7: Udara / Chapter 7: Air,7-2-pembakaran,7.2 Pembakaran,multiple_choice,Yang manakah bukan syarat bagi pembakaran? / Which is not a requirement for combustion?,,Karbon dioksida / Carbon dioxide,Bahan api / Fuel,Oksigen / Oxygen,Haba / Heat,Karbon dioksida / Carbon dioxide,,
bab7,Bab 7: Udara / Chapter 7: Air,7-2-pembakaran,7.2 Pembakaran,objective,Bagaimanakah selimut api memadamkan api? / How does a fire blanket put out a fire?,,,,,,Ia menutup api dan menghalang bekalan oksigen. / It covers the fire and cuts off oxygen supply.,,
bab7,Bab 7: Udara / Chapter 7: Air,7-3-pencemaran-udara,7.3 Pencemaran Udara,summary,Pencemaran udara berlaku apabila bahan berbahaya dilepaskan ke udara pada kepekatan yang menjejaskan kesihatan atau alam sekitar.,Air pollution occurs when harmful substances are released into the air at concentrations that affect health or the environment.,,,,,,,
bab7,Bab 7: Udara / Chapter 7: Air,7-3-pencemaran-udara,7.3 Pencemaran Udara,fact,"Sumber termasuk asap kenderaan, pembakaran terbuka, kilang dan jerebu.","Sources include vehicle exhaust, open burning, factories and haze.",,,,,,,
bab7,Bab 7: Udara / Chapter 7: Air,7-3-pencemaran-udara,7.3 Pencemaran Udara,fact,"Menggunakan pengangkutan awam, mengelakkan pembakaran terbuka dan menjimatkan tenaga boleh mengurangkan pencemaran.","Using public transport, avoiding open burning and saving energy can reduce pollution.",,,,,,,
bab7,Bab 7: Udara / Chapter 7: Air,7-3-pencemaran-udara,7.3 Pencemaran Udara,person,Mengkaji gas dan menunjukkan tumbuhan boleh membantu memulihkan udara.,Studied gases and showed that plants can help restore air.,,,,,,Joseph Priestley,Ahli kimia / Chemist
bab7,Bab 7: Udara / Chapter 7: Air,7-3-pencemaran-udara,7.3 Pencemaran Udara,multiple_choice,Apakah tindakan yang membantu mengurangkan pencemaran udara? / Which action helps reduce air pollution?,,Menggunakan pengangkutan awam / Using public transport,Membakar sampah terbuka / Openly burning rubbish,Membiarkan enjin hidup lama / Leaving engines idling,Melepaskan asap tanpa kawalan / Releasing uncontrolled smoke,Menggunakan pengangkutan awam / Using public transport,,
bab7,Bab 7: Udara / Chapter 7: Air,7-3-pencemaran-udara,7.3 Pencemaran Udara,objective,Nyatakan satu kesan pencemaran udara terhadap manusia. / State one effect of air pollution on humans.,,,,,,Ia boleh menyebabkan masalah pernafasan seperti asma. / It can cause respiratory problems such as asthma.,,
bab8,Bab 8: Cahaya dan Optik / Chapter 8: Light and Optics,8-1-cermin,8.1 Penggunaan Cermin,summary,"Cermin satah menghasilkan imej tegak, sama saiz, songsang sisi dan pada jarak yang sama di belakang cermin.","A plane mirror forms an upright, same-size, laterally inverted image at the same distance behind the mirror.",,,,,,,
bab8,Bab 8: Cahaya dan Optik / Chapter 8: Light and Optics,8-1-cermin,8.1 Penggunaan Cermin,fact,Cermin cekung boleh menumpukan cahaya dan digunakan dalam lampu suluh atau cermin solek.,A concave mirror can converge light and is used in torches or makeup mirrors.,,,,,,,
bab8,Bab 8: Cahaya dan Optik / Chapter 8: Light and Optics,8-1-cermin,8.1 Penggunaan Cermin,fact,Cermin cembung memberi medan pandangan luas dan digunakan sebagai cermin keselamatan serta cermin sisi kenderaan.,A convex mirror gives a wide field of view and is used for safety mirrors and vehicle side mirrors.,,,,,,,
bab8,Bab 8: Cahaya dan Optik / Chapter 8: Light and Optics,8-1-cermin,8.1 Penggunaan Cermin,person,Menerangkan bahawa penglihatan berlaku apabila cahaya memasuki mata.,Explained that vision occurs when light enters the eye.,,,,,,Ibn al-Haytham,Ahli fizik / Physicist
bab8,Bab 8: Cahaya dan Optik / Chapter 8: Light and Optics,8-1-cermin,8.1 Penggunaan Cermin,multiple_choice,Cermin manakah digunakan untuk medan pandangan luas? / Which mirror is used for a wide field of view?,,Cermin cembung / Convex mirror,Cermin cekung / Concave mirror,Cermin satah / Plane mirror,Kanta cembung / Convex lens,Cermin cembung / Convex mirror,,
bab8,Bab 8: Cahaya dan Optik / Chapter 8: Light and Optics,8-1-cermin,8.1 Penggunaan Cermin,objective,Nyatakan satu ciri imej oleh cermin satah. / State one characteristic of an image formed by a plane mirror.,,,,,,Imej adalah tegak dan sama saiz. / The image is upright and the same size.,,
bab8,Bab 8: Cahaya dan Optik / Chapter 8: Light and Optics,8-2-sifat-cahaya,8.2 Sifat Cahaya,summary,Cahaya bergerak dalam garis lurus dan boleh melalui bahan lut sinar.,Light travels in straight lines and can pass through transparent materials.,,,,,,,
bab8,Bab 8: Cahaya dan Optik / Chapter 8: Light and Optics,8-2-sifat-cahaya,8.2 Sifat Cahaya,fact,Objek legap membentuk bayang apabila menghalang cahaya.,Opaque objects form shadows when they block light.,,,,,,,
bab8,Bab 8: Cahaya dan Optik / Chapter 8: Light and Optics,8-2-sifat-cahaya,8.2 Sifat Cahaya,fact,"Cahaya boleh dipantulkan, dibiaskan, disebarkan dan diserakkan.","Light can be reflected, refracted, dispersed and scattered.",,,,,,,
bab8,Bab 8: Cahaya dan Optik / Chapter 8: Light and Optics,8-2-sifat-cahaya,8.2 Sifat Cahaya,person,Menerangkan bahawa penglihatan berlaku apabila cahaya memasuki mata.,Explained that vision occurs when light enters the eye.,,,,,,Ibn al-Haytham,Ahli fizik / Physicist
bab8,Bab 8: Cahaya dan Optik / Chapter 8: Light and Optics,8-2-sifat-cahaya,8.2 Sifat Cahaya,multiple_choice,Mengapakah bayang terbentuk? / Why is a shadow formed?,,Objek legap menghalang cahaya / An opaque object blocks light,Cahaya berhenti bergerak / Light stops moving,Udara menjadi gelap / Air becomes dark,Cermin menyerap cahaya / A mirror absorbs light,Objek legap menghalang cahaya / An opaque object blocks light,,
bab8,Bab 8: Cahaya dan Optik / Chapter 8: Light and Optics,8-2-sifat-cahaya,8.2 Sifat Cahaya,objective,Nyatakan satu sifat cahaya. / State one property of light.,,,,,,Cahaya bergerak dalam garis lurus. / Light travels in straight lines.,,
bab8,Bab 8: Cahaya dan Optik / Chapter 8: Light and Optics,8-3-pantulan,8.3 Pantulan Cahaya,summary,Pantulan berlaku apabila cahaya melantun dari permukaan.,Reflection occurs when light bounces off a surface.,,,,,,,
bab8,Bab 8: Cahaya dan Optik / Chapter 8: Light and Optics,8-3-pantulan,8.3 Pantulan Cahaya,fact,"Hukum pantulan menyatakan sudut tuju sama dengan sudut pantulan, diukur daripada garis normal.","The law of reflection states that the angle of incidence equals the angle of reflection, measured from the normal line.",,,,,,,
bab8,Bab 8: Cahaya dan Optik / Chapter 8: Light and Optics,8-3-pantulan,8.3 Pantulan Cahaya,fact,"Pantulan teratur berlaku pada permukaan licin, manakala pantulan serakan berlaku pada permukaan kasar.","Regular reflection occurs on smooth surfaces, while diffuse reflection occurs on rough surfaces.",,,,,,,
bab8,Bab 8: Cahaya dan Optik / Chapter 8: Light and Optics,8-3-pantulan,8.3 Pantulan Cahaya,person,Menerangkan bahawa penglihatan berlaku apabila cahaya memasuki mata.,Explained that vision occurs when light enters the eye.,,,,,,Ibn al-Haytham,Ahli fizik / Physicist
bab8,Bab 8: Cahaya dan Optik / Chapter 8: Light and Optics,8-3-pantulan,8.3 Pantulan Cahaya,multiple_choice,"Jika sudut tuju 35°, sudut pantulan ialah / If the angle of incidence is 35°, the angle of reflection is",,35°,55°,70°,90°,35°,,
bab8,Bab 8: Cahaya dan Optik / Chapter 8: Light and Optics,8-3-pantulan,8.3 Pantulan Cahaya,objective,Dari garisan manakah sudut pantulan diukur? / From which line is the angle of reflection measured?,,,,,,Daripada garis normal. / From the normal line.,,
bab8,Bab 8: Cahaya dan Optik / Chapter 8: Light and Optics,8-4-pembiasan,8.4 Pembiasan Cahaya,summary,Pembiasan ialah perubahan arah cahaya apabila cahaya bergerak dari satu medium ke medium lain.,Refraction is the change in direction of light when it travels from one medium to another.,,,,,,,
bab8,Bab 8: Cahaya dan Optik / Chapter 8: Light and Optics,8-4-pembiasan,8.4 Pembiasan Cahaya,fact,Cahaya membengkok kerana kelajuannya berubah dalam medium yang berbeza.,Light bends because its speed changes in different media.,,,,,,,
bab8,Bab 8: Cahaya dan Optik / Chapter 8: Light and Optics,8-4-pembiasan,8.4 Pembiasan Cahaya,fact,Pembiasan menyebabkan dasar kolam kelihatan lebih cetek daripada kedudukan sebenar.,Refraction makes a pool bottom appear shallower than its actual position.,,,,,,,
bab8,Bab 8: Cahaya dan Optik / Chapter 8: Light and Optics,8-4-pembiasan,8.4 Pembiasan Cahaya,person,Menerangkan bahawa penglihatan berlaku apabila cahaya memasuki mata.,Explained that vision occurs when light enters the eye.,,,,,,Ibn al-Haytham,Ahli fizik / Physicist
bab8,Bab 8: Cahaya dan Optik / Chapter 8: Light and Optics,8-4-pembiasan,8.4 Pembiasan Cahaya,multiple_choice,Fenomena apakah menyebabkan pensel dalam air kelihatan bengkok? / What phenomenon makes a pencil in water look bent?,,Pembiasan / Refraction,Pantulan / Reflection,Penyerakan / Scattering,Pembakaran / Combustion,Pembiasan / Refraction,,
bab8,Bab 8: Cahaya dan Optik / Chapter 8: Light and Optics,8-4-pembiasan,8.4 Pembiasan Cahaya,objective,Mengapakah cahaya dibiaskan? / Why is light refracted?,,,,,,Kelajuan cahaya berubah apabila memasuki medium yang berlainan. / The speed of light changes when it enters a different medium.,,
bab8,Bab 8: Cahaya dan Optik / Chapter 8: Light and Optics,8-5-penyebaran,8.5 Penyebaran Cahaya,summary,Penyebaran cahaya ialah penguraian cahaya putih kepada warna spektrum.,Dispersion of light is the separation of white light into spectral colours.,,,,,,,
bab8,Bab 8: Cahaya dan Optik / Chapter 8: Light and Optics,8-5-penyebaran,8.5 Penyebaran Cahaya,fact,"Prisma boleh menyebarkan cahaya putih kepada merah, jingga, kuning, hijau, biru, nila dan ungu.","A prism can disperse white light into red, orange, yellow, green, blue, indigo and violet.",,,,,,,
