chapter_id,chapter,topic_id,topic,type,text,text_en,choice_a,choice_b,choice_c,choice_d,answer,person_name,person_role
bab2,Bab 2: Zaman Air Batu,2-4-ciri-ciri-zaman-air-batu-akhir,2.4 Ciri-ciri Zaman Air Batu Akhir,objective,Nyatakan satu ciri tumbuhan atau haiwan semasa zaman air batu akhir. / State one feature of plants or animals during the late Ice Age.,,,,,,Tumbuhan dan haiwan yang tahan sejuk lebih dominan dan dapat bertahan dalam iklim sejuk. / Cold-tolerant plants and animals were more dominant and able to survive in cold climates.,,
bab2,Bab 2: Zaman Air Batu,2-5-perubahan-zaman-air-batu-akhir,2.5 Perubahan Zaman Air Batu Akhir,summary,Topik ini menerangkan perubahan bentuk muka bumi dan paras laut akibat penyejukan dan pencairan ais.,This topic explains changes in landforms and sea level caused by cooling and melting ice.,,,,,,,
bab2,Bab 2: Zaman Air Batu,2-5-perubahan-zaman-air-batu-akhir,2.5 Perubahan Zaman Air Batu Akhir,fact,Perubahan iklim menyebabkan paras laut berubah dari masa ke masa.,Climate change caused sea levels to change over time.,,,,,,,
bab2,Bab 2: Zaman Air Batu,2-5-perubahan-zaman-air-batu-akhir,2.5 Perubahan Zaman Air Batu Akhir,fact,Penyejukan menyebabkan laut berkurang dan kawasan daratan terdedah.,Cooling caused the sea to shrink and exposed more land.,,,,,,,
bab2,Bab 2: Zaman Air Batu,2-5-perubahan-zaman-air-batu-akhir,2.5 Perubahan Zaman Air Batu Akhir,fact,Pencairan ais pula meningkatkan paras laut dan mengubah pantai.,Melting ice raised sea levels and changed coastlines.,,,,,,,
bab2,Bab 2: Zaman Air Batu,2-5-perubahan-zaman-air-batu-akhir,2.5 Perubahan Zaman Air Batu Akhir,fact,Perubahan ini mempengaruhi habitat manusia dan haiwan.,These changes affected the habitats of humans and animals.,,,,,,,
bab2,Bab 2: Zaman Air Batu,2-5-perubahan-zaman-air-batu-akhir,2.5 Perubahan Zaman Air Batu Akhir,fact,Landskap yang berubah membentuk laluan baru untuk pergerakan manusia.,The changing landscape created new routes for human movement.,,,,,,,
bab2,Bab 2: Zaman Air Batu,2-5-perubahan-zaman-air-batu-akhir,2.5 Perubahan Zaman Air Batu Akhir,multiple_choice,Apakah yang berlaku apabila ais mencair? / What happens when ice melts?,,Paras laut meningkat. / Sea levels rise.,Semua kawasan menjadi beku. / All areas become frozen.,Hutan hilang sepenuhnya. / Forests disappear completely.,Tiada perubahan berlaku. / No change occurs.,Paras laut meningkat. / Sea levels rise.,,
bab2,Bab 2: Zaman Air Batu,2-5-perubahan-zaman-air-batu-akhir,2.5 Perubahan Zaman Air Batu Akhir,multiple_choice,Mengapakah perubahan paras laut penting kepada manusia? / Why are changes in sea level important to humans?,,Kerana ia mengubah kawasan penempatan dan sumber makanan. / Because it changes settlement areas and food sources.,Kerana ia hanya menjejaskan haiwan laut. / Because it only affects marine animals.,Kerana ia membuat cuaca lebih sejuk. / Because it makes the weather colder.,Kerana ia mencipta mesin moden. / Because it creates modern machines.,Kerana ia mengubah kawasan penempatan dan sumber makanan. / Because it changes settlement areas and food sources.,,
bab2,Bab 2: Zaman Air Batu,2-5-perubahan-zaman-air-batu-akhir,2.5 Perubahan Zaman Air Batu Akhir,objective,Nyatakan satu kesan pencairan ais terhadap alam sekitar. / State one effect of ice melting on the environment.,,,,,,Pencairan ais meningkatkan paras laut dan mengubah garis pantai. / Melting ice raises sea levels and changes coastlines.,,
bab2,Bab 2: Zaman Air Batu,2-6-kesan-perubahan-zaman-air-batu-di-asia-tenggara,2.6 Kesan Perubahan Zaman Air Batu di Asia Tenggara,summary,"Topik ini menerangkan kesan perubahan zaman air batu terhadap Asia Tenggara, termasuk kawasan daratan yang terdedah dan perubahan ekosistem.","This topic explains the effects of Ice Age changes in Southeast Asia, including exposed land areas and ecosystem changes.",,,,,,,
bab2,Bab 2: Zaman Air Batu,2-6-kesan-perubahan-zaman-air-batu-di-asia-tenggara,2.6 Kesan Perubahan Zaman Air Batu di Asia Tenggara,fact,Perubahan zaman air batu mempengaruhi Asia Tenggara melalui perubahan paras laut dan bentuk muka bumi.,Ice Age changes affected Southeast Asia through changes in sea level and landforms.,,,,,,,
bab2,Bab 2: Zaman Air Batu,2-6-kesan-perubahan-zaman-air-batu-di-asia-tenggara,2.6 Kesan Perubahan Zaman Air Batu di Asia Tenggara,fact,Kawasan daratan yang terdedah membolehkan pergerakan haiwan dan manusia ke kawasan yang berbeza.,Exposed land areas allowed animals and humans to move to different places.,,,,,,,
bab2,Bab 2: Zaman Air Batu,2-6-kesan-perubahan-zaman-air-batu-di-asia-tenggara,2.6 Kesan Perubahan Zaman Air Batu di Asia Tenggara,fact,Ekosistem berubah apabila kawasan sejuk menggantikan kawasan tropika tertentu.,Ecosystems changed when cold regions replaced some tropical areas.,,,,,,,
bab2,Bab 2: Zaman Air Batu,2-6-kesan-perubahan-zaman-air-batu-di-asia-tenggara,2.6 Kesan Perubahan Zaman Air Batu di Asia Tenggara,fact,"Perubahan ini mempengaruhi taburan tumbuhan, haiwan, dan masyarakat awal.","These changes affected the distribution of plants, animals, and early communities.",,,,,,,
bab2,Bab 2: Zaman Air Batu,2-6-kesan-perubahan-zaman-air-batu-di-asia-tenggara,2.6 Kesan Perubahan Zaman Air Batu di Asia Tenggara,fact,Kesan zaman air batu masih dapat dilihat dalam bentuk landskap dan taburan sumber.,The effects of the Ice Age can still be seen in the landscape and distribution of resources.,,,,,,,
bab2,Bab 2: Zaman Air Batu,2-6-kesan-perubahan-zaman-air-batu-di-asia-tenggara,2.6 Kesan Perubahan Zaman Air Batu di Asia Tenggara,multiple_choice,Mengapakah Asia Tenggara terjejas oleh perubahan zaman air batu? / Why was Southeast Asia affected by changes during the Ice Age?,,Kerana perubahan paras laut dan bentuk muka bumi mempengaruhi kawasan ini. / Because changes in sea level and landforms affected the region.,Kerana tiada haiwan hidup di kawasan ini. / Because no animals lived in the region.,Kerana cuaca sentiasa panas. / Because the weather was always hot.,Kerana laut menghilang sepenuhnya. / Because the sea disappeared completely.,Kerana perubahan paras laut dan bentuk muka bumi mempengaruhi kawasan ini. / Because changes in sea level and landforms affected the region.,,
bab2,Bab 2: Zaman Air Batu,2-6-kesan-perubahan-zaman-air-batu-di-asia-tenggara,2.6 Kesan Perubahan Zaman Air Batu di Asia Tenggara,multiple_choice,Apakah kesan perubahan zaman air batu terhadap ekosistem Asia Tenggara? / What effect did Ice Age changes have on Southeast Asian ecosystems?,,Ekosistem berubah dan taburan hidupan berubah. / Ecosystems changed and the distribution of life changed.,Semua hutan musnah sepenuhnya. / All forests were completely destroyed.,Tiada perubahan berlaku. / No change occurred.,Semua laut menjadi beku. / All oceans became frozen.,Ekosistem berubah dan taburan hidupan berubah. / Ecosystems changed and the distribution of life changed.,,
bab2,Bab 2: Zaman Air Batu,2-6-kesan-perubahan-zaman-air-batu-di-asia-tenggara,2.6 Kesan Perubahan Zaman Air Batu di Asia Tenggara,objective,Nyatakan satu kesan perubahan zaman air batu terhadap Asia Tenggara. / State one effect of Ice Age changes on Southeast Asia.,,,,,,"Ia mengubah paras laut, landskap, dan taburan manusia serta hidupan. / It changed sea level, landscapes, and the distribution of humans and life.",,
bab3,Bab 3: Zaman Prasejarah,3-1-maksud-zaman-prasejarah,3.1 Maksud Zaman Prasejarah,summary,"Topik ini menerangkan maksud zaman prasejarah, pembahagian zaman batu dan zaman logam, serta perkembangan teknologi dan kehidupan manusia awal.","This topic explains the meaning of the prehistoric age, the division between the Stone Age and Metal Age, and the development of technology and early human life.",,,,,,,
bab3,Bab 3: Zaman Prasejarah,3-1-maksud-zaman-prasejarah,3.1 Maksud Zaman Prasejarah,fact,Zaman prasejarah ialah zaman sebelum manusia mengenal tulisan.,The prehistoric age is the period before humans knew writing.,,,,,,,
bab3,Bab 3: Zaman Prasejarah,3-1-maksud-zaman-prasejarah,3.1 Maksud Zaman Prasejarah,fact,Zaman ini terbahagi kepada Zaman Batu dan Zaman Logam.,It is divided into the Stone Age and the Metal Age.,,,,,,,
bab3,Bab 3: Zaman Prasejarah,3-1-maksud-zaman-prasejarah,3.1 Maksud Zaman Prasejarah,fact,Zaman Paleolitik menekankan teknologi batu ringkas dan kehidupan nomad.,The Palaeolithic Age emphasized simple stone technology and nomadic life.,,,,,,,
bab3,Bab 3: Zaman Prasejarah,3-1-maksud-zaman-prasejarah,3.1 Maksud Zaman Prasejarah,fact,Zaman Mesolitik menonjolkan pemburuan binatang dan penangkapan ikan.,The Mesolithic Age highlighted animal hunting and fishing.,,,,,,,
bab3,Bab 3: Zaman Prasejarah,3-1-maksud-zaman-prasejarah,3.1 Maksud Zaman Prasejarah,fact,"Zaman Neolitik memperlihatkan petempatan menetap, pertanian, penternakan, dan tembikar.","The Neolithic Age saw settled settlements, farming, animal husbandry, and pottery.",,,,,,,
bab3,Bab 3: Zaman Prasejarah,3-1-maksud-zaman-prasejarah,3.1 Maksud Zaman Prasejarah,fact,"Zaman Logam melibatkan inovasi gangsa dan besi, pelayaran, dan perdagangan barter.","The Metal Age involved bronze and iron innovations, seafaring, and barter trade.",,,,,,,
bab3,Bab 3: Zaman Prasejarah,3-1-maksud-zaman-prasejarah,3.1 Maksud Zaman Prasejarah,multiple_choice,Apakah maksud zaman prasejarah? / What is the meaning of the prehistoric age?,,Zaman sebelum manusia mengenali tulisan. / The age before humans knew writing.,Zaman selepas penciptaan roda. / The age after the invention of the wheel.,Zaman manusia mula menggunakan besi. / The age when humans started using iron.,Zaman manusia membina bandar besar. / The age when humans built large cities.,Zaman sebelum manusia mengenali tulisan. / The age before humans knew writing.,,
bab3,Bab 3: Zaman Prasejarah,3-1-maksud-zaman-prasejarah,3.1 Maksud Zaman Prasejarah,multiple_choice,Apakah urutan yang betul bagi perkembangan Zaman Batu? / What is the correct sequence of the Stone Age development?,,Mesolitik -> Paleolitik -> Neolitik / Mesolithic -> Palaeolithic -> Neolithic,Neolitik -> Mesolitik -> Paleolitik / Neolithic -> Mesolithic -> Palaeolithic,Paleolitik -> Mesolitik -> Neolitik / Palaeolithic -> Mesolithic -> Neolithic,Paleolitik -> Neolitik -> Mesolitik / Palaeolithic -> Neolithic -> Mesolithic,Paleolitik -> Mesolitik -> Neolitik / Palaeolithic -> Mesolithic -> Neolithic,,
bab3,Bab 3: Zaman Prasejarah,3-1-maksud-zaman-prasejarah,3.1 Maksud Zaman Prasejarah,objective,Terangkan dua perbezaan utama antara Zaman Paleolitik dan Zaman Neolitik. / Explain two main differences between the Palaeolithic and Neolithic Ages.,,,,,,"Pada Zaman Paleolitik, manusia menggunakan peralatan batu kasar dan hidup secara nomad; pada Zaman Neolitik, mereka menggunakan alat batu yang lebih halus dan mula hidup menetap serta bercucuk tanam. / In the Palaeolithic Age, humans used rough stone tools and lived a nomadic life; in the Neolithic Age, they used finer tools and began living in settled communities and farming.",,
bab3,Bab 3: Zaman Prasejarah,3-2-lokasi-zaman-prasejarah-di-dunia-dan-asia-tenggara,3.2 Lokasi Zaman Prasejarah di Dunia dan Asia Tenggara,summary,"Topik ini menerangkan lokasi tapak prasejarah di dunia dan Asia Tenggara, termasuk bukti penemuan artifak dan ekofak.","This topic explains the locations of prehistoric sites in the world and Southeast Asia, including evidence of artifacts and ecofacts.",,,,,,,
bab3,Bab 3: Zaman Prasejarah,3-2-lokasi-zaman-prasejarah-di-dunia-dan-asia-tenggara,3.2 Lokasi Zaman Prasejarah di Dunia dan Asia Tenggara,fact,Tapak prasejarah dikesan melalui penemuan artifak dan ekofak di kawasan terbuka atau gua.,Prehistoric sites are identified through artifacts and ecofacts found in open areas or caves.,,,,,,,
bab3,Bab 3: Zaman Prasejarah,3-2-lokasi-zaman-prasejarah-di-dunia-dan-asia-tenggara,3.2 Lokasi Zaman Prasejarah di Dunia dan Asia Tenggara,fact,"Contoh tapak dunia termasuk Altamira, Chauvet Cave, Catal Huyuk, Stonehenge, Bhimbetka, Zhoukoudian, Shahr-i-Sokhta, dan Gobekli Tepe.","Examples of world sites include Altamira, Chauvet Cave, Catal Huyuk, Stonehenge, Bhimbetka, Zhoukoudian, Shahr-i-Sokhta, and Gobekli Tepe.",,,,,,,
bab3,Bab 3: Zaman Prasejarah,3-2-lokasi-zaman-prasejarah-di-dunia-dan-asia-tenggara,3.2 Lokasi Zaman Prasejarah di Dunia dan Asia Tenggara,fact,"Contoh tapak di Asia Tenggara termasuk Lenggong, Ban Chiang, Liang Bua Cave, Padah-lin Cave, Sa Hyun, dan Tabon Cave.","Examples in Southeast Asia include Lenggong, Ban Chiang, Liang Bua Cave, Padah-lin Cave, Sa Hyun, and Tabon Cave.",,,,,,,
bab3,Bab 3: Zaman Prasejarah,3-2-lokasi-zaman-prasejarah-di-dunia-dan-asia-tenggara,3.2 Lokasi Zaman Prasejarah di Dunia dan Asia Tenggara,fact,"Penemuan tapak prasejarah membantu ahli arkeologi memahami petempatan, penguburan, dan peralatan masyarakat awal.","Discoveries of prehistoric sites help archaeologists understand settlements, burials, and the tools of early societies.",,,,,,,
bab3,Bab 3: Zaman Prasejarah,3-2-lokasi-zaman-prasejarah-di-dunia-dan-asia-tenggara,3.2 Lokasi Zaman Prasejarah di Dunia dan Asia Tenggara,fact,Tapak-tapak ini menjadi bukti penting tentang kehidupan manusia sebelum kemunculan tulisan.,These sites are important evidence of human life before the advent of writing.,,,,,,,
bab3,Bab 3: Zaman Prasejarah,3-2-lokasi-zaman-prasejarah-di-dunia-dan-asia-tenggara,3.2 Lokasi Zaman Prasejarah di Dunia dan Asia Tenggara,multiple_choice,Rangka manusia 'Peking Man' ditemui di tapak prasejarah manakah? / The human skeleton 'Peking Man' was discovered at which prehistoric site?,,"Catal Huyuk, Turkey","Zhoukoudian, China","Bhimbetka, India","Altamira, Spain","Zhoukoudian, China",,
bab3,Bab 3: Zaman Prasejarah,3-2-lokasi-zaman-prasejarah-di-dunia-dan-asia-tenggara,3.2 Lokasi Zaman Prasejarah di Dunia dan Asia Tenggara,multiple_choice,"Gua Liang Bua di Flores, Indonesia terkenal dengan penemuan fosil apa? / Liang Bua Cave in Flores, Indonesia is famous for the discovery of which fossil?",,Perak Man,Peking Man,Flores Man (Homo Floresiensis),Java Man,Flores Man (Homo Floresiensis),,
bab3,Bab 3: Zaman Prasejarah,3-2-lokasi-zaman-prasejarah-di-dunia-dan-asia-tenggara,3.2 Lokasi Zaman Prasejarah di Dunia dan Asia Tenggara,objective,Nyatakan fungsi penemuan tapak zaman prasejarah kepada ahli arkeologi. / State the function of discovering prehistoric sites to archaeologists.,,,,,,"Tapak prasejarah berfungsi sebagai bukti petempatan, kawasan perkuburan, kawasan perburuan, dan tempat pembuatan peralatan batu atau ritual masyarakat prasejarah. / Prehistoric sites serve as evidence of settlements, burial grounds, hunting areas, and manufacturing sites for stone tools or rituals of prehistoric societies.",,
bab3,Bab 3: Zaman Prasejarah,3-3-ciri-ciri-kehidupan-manusia-zaman-prasejarah,3.3 Ciri-ciri Kehidupan Manusia Zaman Prasejarah,summary,"Topik ini menerangkan ciri kehidupan manusia prasejarah dari segi kediaman, ekonomi, kepercayaan, dan kesenian.","This topic explains the characteristics of prehistoric human life in terms of dwellings, economy, beliefs, and art.",,,,,,,
bab3,Bab 3: Zaman Prasejarah,3-3-ciri-ciri-kehidupan-manusia-zaman-prasejarah,3.3 Ciri-ciri Kehidupan Manusia Zaman Prasejarah,fact,Kediaman manusia berubah daripada gua dan ranting kepada rumah tetap batu atau kayu.,Human dwellings changed from caves and branches to permanent stone or wooden houses.,,,,,,,
bab3,Bab 3: Zaman Prasejarah,3-3-ciri-ciri-kehidupan-manusia-zaman-prasejarah,3.3 Ciri-ciri Kehidupan Manusia Zaman Prasejarah,fact,"Ekonomi berubah daripada sara diri dan nomad kepada pertanian, penternakan, dan sistem barter.","Economies shifted from subsistence and nomadic life to agriculture, animal husbandry, and barter systems.",,,,,,,
bab3,Bab 3: Zaman Prasejarah,3-3-ciri-ciri-kehidupan-manusia-zaman-prasejarah,3.3 Ciri-ciri Kehidupan Manusia Zaman Prasejarah,fact,"Kepercayaan berkembang daripada animisme kepada ritual, penyembahan alam, dan kepercayaan kepada kehidupan selepas mati.","Beliefs evolved from animism to rituals, nature worship, and belief in life after death.",,,,,,,
bab3,Bab 3: Zaman Prasejarah,3-3-ciri-ciri-kehidupan-manusia-zaman-prasejarah,3.3 Ciri-ciri Kehidupan Manusia Zaman Prasejarah,fact,Seni pula berkembang daripada lukisan gua realistik kepada corak simbolik dan geometri pada tembikar serta gendang gangsa.,Art evolved from realistic cave paintings to symbolic and geometric designs on pottery and bronze drums.,,,,,,,
bab3,Bab 3: Zaman Prasejarah,3-3-ciri-ciri-kehidupan-manusia-zaman-prasejarah,3.3 Ciri-ciri Kehidupan Manusia Zaman Prasejarah,fact,Organisasi sosial mula menjadi lebih teratur dengan pembahagian peranan dan kelas.,Social organization became more structured with role and class divisions.,,,,,,,
bab3,Bab 3: Zaman Prasejarah,3-3-ciri-ciri-kehidupan-manusia-zaman-prasejarah,3.3 Ciri-ciri Kehidupan Manusia Zaman Prasejarah,multiple_choice,Apakah bentuk kepercayaan manusia Zaman Paleolitik? / What was the form of belief system of Palaeolithic humans?,,Menyembah berhala / Idolatry,Animisme / Animism,Monoteisme / Monotheism,Keagamaan tersusun / Organized religion,Animisme / Animism,,
bab3,Bab 3: Zaman Prasejarah,3-3-ciri-ciri-kehidupan-manusia-zaman-prasejarah,3.3 Ciri-ciri Kehidupan Manusia Zaman Prasejarah,multiple_choice,Apakah keistimewaan seni pada Zaman Neolitik? / What was the artistic highlight during the Neolithic Age?,,Pola geometri pada tembikar / Geometric patterns on pottery,Ukiran gangsa / Bronze carving,Lukisan gua realisme / Realism cave painting,Patung ukiran batu besar / Megalithic statue carvings,Pola geometri pada tembikar / Geometric patterns on pottery,,
bab3,Bab 3: Zaman Prasejarah,3-3-ciri-ciri-kehidupan-manusia-zaman-prasejarah,3.3 Ciri-ciri Kehidupan Manusia Zaman Prasejarah,objective,Mengapakah pembahagian kelas sosial mula wujud pada Zaman Neolitik? / Why did social class divisions begin during the Neolithic Age?,,,,,,Kerana manusia mula hidup menetap dan membentuk sistem sosial yang lebih teratur. / Because humans began living in settled communities and forming a more organized social system.,,
bab3,Bab 3: Zaman Prasejarah,3-4-kesinambungan-sumbangan-zaman-prasejarah,3.4 Kesinambungan Sumbangan Zaman Prasejarah,summary,Topik ini menerangkan bagaimana aktiviti prasejarah diteruskan dan dipertingkat dalam masyarakat moden hari ini.,This topic explains how prehistoric activities continued and improved in modern society today.,,,,,,,
bab3,Bab 3: Zaman Prasejarah,3-4-kesinambungan-sumbangan-zaman-prasejarah,3.4 Kesinambungan Sumbangan Zaman Prasejarah,fact,Aktiviti pertanian dan penternakan berkembang daripada sara diri kepada industri komersial besar-besaran.,Agriculture and livestock activities evolved from subsistence to large-scale commercial industries.,,,,,,,
bab3,Bab 3: Zaman Prasejarah,3-4-kesinambungan-sumbangan-zaman-prasejarah,3.4 Kesinambungan Sumbangan Zaman Prasejarah,fact,Aktiviti memburu binatang berubah daripada keperluan hidup kepada hobi berlesen.,Animal hunting changed from a survival necessity to a licensed hobby.,,,,,,,
bab3,Bab 3: Zaman Prasejarah,3-4-kesinambungan-sumbangan-zaman-prasejarah,3.4 Kesinambungan Sumbangan Zaman Prasejarah,fact,Peralatan dan tembikar berkembang daripada batu dan tulang kepada mesin moden dan industri penting.,Tools and pottery evolved from stone and bone to modern machinery and important industries.,,,,,,,
bab3,Bab 3: Zaman Prasejarah,3-4-kesinambungan-sumbangan-zaman-prasejarah,3.4 Kesinambungan Sumbangan Zaman Prasejarah,fact,Amalan menghormati orang mati dan seni bina megalitik terus memberi inspirasi kepada masyarakat moden.,Practices of honoring the dead and megalithic architecture continue to inspire modern societies.,,,,,,,
bab3,Bab 3: Zaman Prasejarah,3-4-kesinambungan-sumbangan-zaman-prasejarah,3.4 Kesinambungan Sumbangan Zaman Prasejarah,fact,Sumbangan prasejarah masih dapat dilihat dalam kehidupan seharian moden.,Prehistoric contributions are still visible in everyday modern life.,,,,,,,
bab3,Bab 3: Zaman Prasejarah,3-4-kesinambungan-sumbangan-zaman-prasejarah,3.4 Kesinambungan Sumbangan Zaman Prasejarah,multiple_choice,Bagaimanakah aktiviti memburu binatang dijalankan pada zaman moden kini? / How is animal hunting carried out in modern times today?,,Dijalankan untuk sara diri sahaja / Carried out solely for subsistence,Dijalankan sebagai hobi dengan lesen berdaftar / Carried out as a hobby with a registered license,Menggunakan perangkap batu kasar / Using rough stone traps,Dilarang sepenuhnya di seluruh dunia / Strictly prohibited worldwide,Dijalankan sebagai hobi dengan lesen berdaftar / Carried out as a hobby with a registered license,,
bab3,Bab 3: Zaman Prasejarah,3-4-kesinambungan-sumbangan-zaman-prasejarah,3.4 Kesinambungan Sumbangan Zaman Prasejarah,multiple_choice,"Apakah contoh industri tembikar warisan prasejarah yang terkenal di Kuala Kangsar, Perak? / What is a famous example of a prehistoric heritage pottery industry in Kuala Kangsar, Perak?",,Gendang Gangsa / Bronze Drum,Tembikar Dinasti Ming / Ming Dynasty Pottery,Labu Sayong / Labu Sayong,Pasu Terracotta / Terracotta Vase,Labu Sayong / Labu Sayong,,
bab3,Bab 3: Zaman Prasejarah,3-4-kesinambungan-sumbangan-zaman-prasejarah,3.4 Kesinambungan Sumbangan Zaman Prasejarah,objective,Nyatakan dua contoh aktiviti zaman prasejarah yang masih diamalkan dalam masyarakat moden. / State two examples of prehistoric activities still practiced in modern society.,,,,,,"Aktiviti pertanian dan penternakan, serta pembuatan tembikar. / Agricultural and livestock activities, as well as pottery making.",,
bab3,Bab 3: Zaman Prasejarah,3-5-zaman-prasejarah-di-malaysia,3.5 Zaman Prasejarah di Malaysia,summary,"Topik ini menerangkan perkembangan zaman prasejarah di Malaysia dari Paleolitik hingga Logam, beserta bukti arkeologi yang ditemui.","This topic explains the development of the prehistoric age in Malaysia from the Palaeolithic to the Metal Age, along with archaeological evidence found.",,,,,,,
bab3,Bab 3: Zaman Prasejarah,3-5-zaman-prasejarah-di-malaysia,3.5 Zaman Prasejarah di Malaysia,fact,"Malaysia meliputi Zaman Paleolitik, Hoabinhian/Epi-Paleolitik, Neolitik, dan Logam.","Malaysia covered the Palaeolithic, Hoabinhian/Epi-Palaeolithic, Neolithic, and Metal Ages.",,,,,,,
bab3,Bab 3: Zaman Prasejarah,3-5-zaman-prasejarah-di-malaysia,3.5 Zaman Prasejarah di Malaysia,fact,"Bukti kewujudan prasejarah di Malaysia termasuk peralatan batu dan logam, tembikar, manik, lukisan gua, ukiran batu, dan budaya megalit.","Evidence of prehistoric life in Malaysia includes stone and metal tools, pottery, beads, cave paintings, stone carvings, and megalithic culture.",,,,,,,
bab3,Bab 3: Zaman Prasejarah,3-5-zaman-prasejarah-di-malaysia,3.5 Zaman Prasejarah di Malaysia,fact,"Contoh tapak penting termasuk Kota Tampan, Gua Niah, Tingkayu, Gua Cha, Jenderam Hilir, Gua Kecil, Lubang Angin, Lembah Bernam, dan Sungai Tembeling.","Important sites include Kota Tampan, Niah Cave, Tingkayu, Gua Cha, Jenderam Hilir, Gua Kecil, Lubang Angin, Bernam Valley, and Sungai Tembeling.",,,,,,,
bab3,Bab 3: Zaman Prasejarah,3-5-zaman-prasejarah-di-malaysia,3.5 Zaman Prasejarah di Malaysia,fact,"Kaedah pengebumian prasejarah di Malaysia termasuk pengebumian memanjang, melentur, keranda kayu, tempayan, dan kubur kepingan batu.","Burial methods included extended burial, flexed burial, wooden coffins, jar burial, and stone-slab graves.",,,,,,,
bab3,Bab 3: Zaman Prasejarah,3-5-zaman-prasejarah-di-malaysia,3.5 Zaman Prasejarah di Malaysia,fact,"Penemuan di Malaysia menunjukkan masyarakat prasejarah sudah mempunyai kemampuan ekonomi, sosial, dan kepercayaan yang kompleks.","Findings in Malaysia show prehistoric communities already had complex economic, social, and belief systems.",,,,,,,
bab3,Bab 3: Zaman Prasejarah,3-5-zaman-prasejarah-di-malaysia,3.5 Zaman Prasejarah di Malaysia,multiple_choice,"Rangka 'Perak Man' yang berusia 11,000 hingga 10,000 SM ditemui di kawasan mana? / The 'Perak Man' skeleton dating back 11,000 to 10,000 BC was found in which area?",,"Gua Niah, Sarawak","Lenggong, Perak","Tingkayu, Sabah","Jenderam Hilir, Selangor","Lenggong, Perak",,
bab3,Bab 3: Zaman Prasejarah,3-5-zaman-prasejarah-di-malaysia,3.5 Zaman Prasejarah di Malaysia,multiple_choice,Apakah nama alat batu khas yang digunakan untuk menuai padi pada Zaman Neolitik di Pahang? / What is the special stone tool used for harvesting rice during the Neolithic Age in Pahang?,,Mikrolit / Microlith,Pisau Tembeling / Tembeling Knife,Kapak Bersoket / Socketed Axe,Tulang Mawas / Ape Bone Tool,Pisau Tembeling / Tembeling Knife,,
bab3,Bab 3: Zaman Prasejarah,3-5-zaman-prasejarah-di-malaysia,3.5 Zaman Prasejarah di Malaysia,objective,Berikan dua bukti arkeologi yang menunjukkan kewujudan zaman prasejarah di Malaysia. / Provide two archaeological evidences showing the existence of the prehistoric age in Malaysia.,,,,,,Penemuan peralatan batu/logam seperti di Kota Tampan dan penemuan lukisan gua serta tembikar seperti di Gua Niah. / Discovery of stone/metal tools such as in Kota Tampan and discovery of cave paintings and pottery such as in Niah Cave.,,
bab4,Bab 4: Mengenali Tamadun,4-1-maksud-tamadun,4.1 Maksud Tamadun,summary,"Topik ini menerangkan maksud tamadun dari sudut bahasa Yunani, Arab, Inggeris, dan Melayu, serta hubungannya dengan kemajuan masyarakat.","This topic explains the meaning of civilisation from Greek, Arabic, English, and Malay perspectives, as well as its relationship to societal progress.",,,,,,,
bab4,Bab 4: Mengenali Tamadun,4-1-maksud-tamadun,4.1 Maksud Tamadun,fact,Perkataan civitas dalam bahasa Yunani membawa maksud bandar atau kota.,The word civitas in Greek means town or city.,,,,,,,
bab4,Bab 4: Mengenali Tamadun,4-1-maksud-tamadun,4.1 Maksud Tamadun,fact,"Dalam bahasa Inggeris, civilisation merujuk kepada peringkat perkembangan manusia dan organisasi yang dianggap maju.","In English, civilisation refers to the level of human and organizational development regarded as advanced.",,,,,,,
bab4,Bab 4: Mengenali Tamadun,4-1-maksud-tamadun,4.1 Maksud Tamadun,fact,"Dalam bahasa Arab, istilah seperti mudun, madain, madana, hadharah, dan hadari berkaitan dengan bandar, kekayaan, dan kehidupan yang tersusun.","In Arabic, terms such as mudun, madain, madana, hadharah, and hadari are related to cities, wealth, and organized life.",,,,,,,
bab4,Bab 4: Mengenali Tamadun,4-1-maksud-tamadun,4.1 Maksud Tamadun,fact,"Dalam bahasa Melayu, tamadun sering dikaitkan dengan perkataan peradaban yang merujuk kepada kemajuan dalam kebendaan dan pemikiran.","In Malay, civilisation is often associated with the word peradaban, meaning progress in material life and thought.",,,,,,,
bab4,Bab 4: Mengenali Tamadun,4-1-maksud-tamadun,4.1 Maksud Tamadun,fact,"Tamadun melibatkan perkembangan budaya, sains, industri, ekonomi, dan sistem kerajaan.","Civilisation involves the development of culture, science, industry, economy, and government systems.",,,,,,,
bab4,Bab 4: Mengenali Tamadun,4-1-maksud-tamadun,4.1 Maksud Tamadun,multiple_choice,Perkataan 'Civitas' dalam bahasa Yunani membawa maksud... / The word 'Civitas' in Greek means...,,Bandar atau kota / Town or city,Perkembangan rohani / Spiritual development,Kepercayaan tempatan / Local belief,Sistem pertanian / Agricultural system,Bandar atau kota / Town or city,,
bab4,Bab 4: Mengenali Tamadun,4-1-maksud-tamadun,4.1 Maksud Tamadun,multiple_choice,Istilah bahasa Arab yang merujuk kepada kawasan atau bandar yang digunakan untuk bertani ialah... / The Arabic term referring to a region or city used for farming is...,,Madana,Mudun,Hadharah,Peradaban,Hadharah,,
